order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000563.XSHE,2016-01-04,2015,q4,1,-0.0019,1785,12.8481,0.0643,21,99.0133,0.0643,50,97.534,,1874,,,1869,,0.0,119,93.0913,,1673,,,1623,,,1501,,,1449,,-0.0024,1430.0,33.6275,,,,1771,,,1654,,,1645,,0.5401,95,94.9244,,,
000563.XSHE,2016-01-04,2015,q4,3,-0.0019,1804,11.9199,0.0643,17,99.2099,0.0643,47,97.6815,,1873,,,1867,,0.0,108,93.7096,,1671,,,1615,,,1495,,,1445,,-0.0024,1433.0,33.4572,,,,1766,,,1650,,,1641,,0.5401,105,94.3784,,,
000563.XSHE,2016-01-04,2016,q4,1,0.0015,369,82.4762,,2078,,,2032,,,1917,,,1910,,0.0,125,92.7739,,1681,,,1630,,,1508,,,1450,,0.0006,563.0,73.6026,,,,1817,,,1700,,,1691,,0.5401,97,94.95,,,
000563.XSHE,2016-01-04,2016,q4,3,0.0015,322,84.6997,,2076,,,2026,,,1914,,,1908,,0.0001,120,93.0369,,1679,,,1621,,,1501,,,1445,,0.0006,576.0,72.9412,,,,1811,,,1695,,,1685,,0.5401,107,94.4152,,,
000563.XSHE,2016-01-04,2017,q4,1,0.0,346,81.8325,,1873,,,1813,,,1692,,,1639,,0.0,123,92.561,,1604,,,1553,,,1423,,,1354,,-0.0025,1206.0,37.8225,,,,1695,,,1589,,,1573,,0.5401,93,94.7727,,,
000563.XSHE,2016-01-04,2017,q4,3,0.0,295,84.4855,,1868,,,1804,,,1681,,,1632,,-0.0001,1513,7.4097,,1600,,,1544,,,1414,,,1347,,-0.0025,1215.0,37.0658,,,,1690,,,1585,,,1569,,0.5401,102,94.2548,,,
000563.XSHE,2016-01-05,2015,q4,1,-0.0019,1784,13.236,0.0643,19,99.1159,0.0643,52,97.432,,1878,,,1869,,0.0,104,94.0186,,1683,,,1622,,,1506,,,1448,,-0.0024,1349.0,35.1299,,,,1771,,,1661,,,1648,,0.4676,320,82.8402,,,
000563.XSHE,2016-01-05,2015,q4,3,-0.0019,1792,12.6767,0.0643,17,99.2122,0.0643,49,97.5794,,1876,,,1867,,0.0,106,93.8776,,1675,,,1614,,,1495,,,1446,,-0.0024,1349.0,35.0361,,,,1766,,,1653,,,1643,,0.4676,343,81.5434,,,
000563.XSHE,2016-01-05,2016,q4,1,0.0015,346,83.6493,,2088,,,2032,,,1923,,,1911,,0.0,111,93.6416,,1691,,,1629,,,1513,,,1449,,0.0006,574.0,73.1238,,,,1819,,,1708,,,1695,,0.4676,325,83.0366,,,
000563.XSHE,2016-01-05,2016,q4,3,0.0015,349,83.4522,,2082,,,2026,,,1917,,,1909,,0.0,112,93.5577,,1683,,,1620,,,1501,,,1446,,0.0006,577.0,72.9323,,,,1814,,,1699,,,1689,,0.4676,348,81.7752,,,
000563.XSHE,2016-01-05,2017,q4,1,0.0,328,82.8885,,1884,,,1814,,,1700,,,1643,,0.0,114,93.1763,,1616,,,1553,,,1431,,,1354,,-0.0026,1217.0,37.5449,,,,1699,,,1599,,,1579,,0.4676,307,82.7021,,,
000563.XSHE,2016-01-05,2017,q4,3,0.0,344,81.9948,,1877,,,1805,,,1688,,,1637,,0.0,110,93.3859,,1606,,,1544,,,1415,,,1349,,-0.0026,1207.0,37.7066,,,,1694,,,1591,,,1574,,0.4676,330,81.3598,,,
000563.XSHE,2016-01-06,2015,q4,1,-0.0006,1735,16.1103,0.0195,81,96.088,0.0658,53,97.3896,,1886,,,1877,,-0.0213,1680,2.948,-0.1021,1677,0.7109,,1623,,,1512,,,1454,,-0.0022,1351.0,35.4376,,,,1780,,,1674,,,1659,,0.3576,542,71.162,,,
000563.XSHE,2016-01-06,2015,q4,3,-0.0019,1800,12.7969,0.0643,22,98.9731,0.0643,55,97.2851,,1883,,,1875,,0.0,95,94.5444,,1685,,,1615,,,1498,,,1447,,-0.0024,1364.0,34.5969,,,,1775,,,1669,,,1654,,0.4238,327,82.5668,,,
000563.XSHE,2016-01-06,2016,q4,1,-0.0031,1851,12.6534,0.0349,93,95.6023,,2033,,,1926,,,1914,,-0.0231,1685,3.107,0.0329,78,95.4599,,1630,,,1519,,,1455,,0.0016,513.0,76.0971,,,,1823,,,1717,,,1701,,0.3576,553,71.2799,,,
000563.XSHE,2016-01-06,2016,q4,3,0.0015,341,83.8939,,2091,,,2027,,,1919,,,1911,,0.0,107,93.8764,,1693,,,1621,,,1504,,,1448,,0.0006,582.0,72.7358,,,,1818,,,1711,,,1696,,0.4238,333,82.6722,,,
000563.XSHE,2016-01-06,2017,q4,1,-0.0095,1795,6.4651,0.0739,44,97.7261,,1816,,,1703,,,1647,,-0.0348,1614,3.0649,0.1454,28,98.3354,,1555,,,1439,,,1361,,0.0001,618.0,68.4883,,,,1704,,,1609,,,1586,,0.3576,526,70.5552,,,
000563.XSHE,2016-01-06,2017,q4,3,0.0,354,81.5377,,1889,,,1808,,,1692,,,1641,,0.0,107,93.6029,,1618,,,1547,,,1421,,,1352,,-0.0026,1214.0,37.635,,,,1699,,,1604,,,1581,,0.4238,318,82.181,,,
000563.XSHE,2016-01-07,2015,q4,1,0.0013,252,87.8744,0.0287,50,97.6074,0.0658,44,97.8543,,1887,,,1878,,-0.0213,1692,2.536,-0.0213,1623,4.1937,,1630,,,1512,,,1455,,-0.0022,1352.0,35.4515,,,,1790,,,1670,,,1657,,0.5085,501,73.3191,,,
000563.XSHE,2016-01-07,2015,q4,3,0.0013,260,87.4819,0.0658,21,99.0234,0.0658,46,97.7511,,1884,,,1876,,-0.0213,1684,2.6042,,1689,,,1622,,,1499,,,1449,,-0.0022,1348.0,35.4576,,,,1780,,,1667,,,1652,,0.5085,505,73.0337,,,
000563.XSHE,2016-01-07,2016,q4,1,-0.0046,1894,10.7075,-0.0031,1727,17.6134,,2045,,,1926,,,1914,,-0.0231,1693,2.926,-0.023,1619,4.8795,,1637,,,1519,,,1456,,0.0016,511.0,76.2127,,,,1834,,,1712,,,1699,,0.5085,512,73.3577,,,
000563.XSHE,2016-01-07,2016,q4,3,-0.0046,1890,10.7278,,2093,,,2032,,,1919,,,1911,,-0.0231,1688,2.8226,,1697,,,1628,,,1505,,,1450,,0.0016,514.0,75.9494,,,,1823,,,1708,,,1694,,0.5085,516,73.0789,,,
000563.XSHE,2016-01-07,2017,q4,1,-0.0095,1809,5.8824,-0.0095,1705,10.0317,,1827,,,1703,,,1647,,-0.0348,1623,2.8743,-0.0349,1552,4.7297,,1565,,,1439,,,1362,,0.0001,625.0,68.1633,,,,1710,,,1604,,,1584,,0.5085,485,72.7937,,,
000563.XSHE,2016-01-07,2017,q4,3,-0.0095,1800,6.1065,,1892,,,1814,,,1692,,,1641,,-0.0348,1617,2.7677,,1624,,,1555,,,1422,,,1354,,0.0001,626.0,67.8828,,,,1700,,,1601,,,1579,,0.5085,489,72.507,,,
000563.XSHE,2016-01-08,2015,q4,1,-0.0051,1901,8.3454,-0.007,1817,11.501,0.0589,43,97.9063,,1889,,,1873,,-0.0213,1703,2.4083,-0.0213,1631,4.2303,,1636,,,1515,,,1452,,0.0,577.0,72.5584,,,,1796,,,1674,,,1653,,0.478,560,70.2818,,,
000563.XSHE,2016-01-08,2015,q4,3,-0.0051,1903,8.2489,-0.007,1816,11.5066,0.0589,45,97.8033,,1886,,,1872,,-0.0213,1698,2.359,-0.0213,1625,4.1322,,1627,,,1503,,,1450,,0.0,576.0,72.5668,,,,1790,,,1671,,,1651,,0.478,579,69.2226,,,
000563.XSHE,2016-01-08,2016,q4,1,-0.0243,2061,3.0132,-0.0228,1959,6.7619,,2046,,,1927,,,1907,,-0.0231,1698,3.084,-0.023,1622,5.1492,,1643,,,1521,,,1452,,0.0167,164.0,92.4151,,,,1840,,,1715,,,1695,,0.478,572,70.3222,,,
000563.XSHE,2016-01-08,2016,q4,3,-0.0046,1888,11.0745,-0.0031,1724,17.835,,2043,,,1920,,,1906,,-0.0231,1692,3.0946,-0.023,1615,5.1146,,1633,,,1508,,,1450,,0.0016,518.0,75.8862,,,,1833,,,1711,,,1693,,0.478,591,69.2868,,,
000563.XSHE,2016-01-08,2017,q4,1,-0.0095,1814,5.8671,-0.0095,1712,9.9474,,1827,,,1703,,,1646,,-0.0348,1629,2.9219,-0.0349,1557,4.8318,,1570,,,1440,,,1360,,0.0001,623.0,68.2815,,,,1715,,,1607,,,1583,,0.478,544,69.5628,,,
000563.XSHE,2016-01-08,2017,q4,3,-0.0095,1807,6.0842,-0.0095,1708,9.8733,,1823,,,1692,,,1643,,-0.0348,1623,2.8743,-0.0349,1552,4.6712,,1560,,,1424,,,1355,,0.0001,624.0,68.1818,,,,1708,,,1604,,,1581,,0.478,561,68.557,,,
000563.XSHE,2016-01-11,2015,q4,1,-0.0051,1924,7.3253,-0.007,1798,12.3415,0.0589,36,98.2561,,1902,,,1866,,-0.0213,1708,2.4571,-0.0213,1624,4.9209,,1638,,,1527,,,1452,,0.0,575.0,73.5606,,,,1795,,,1674,,,1648,,0.4866,724,61.44,,,
