factor,info_date,start_date,end_date,value,rice_create_tm
制造业采购经理指数PMI_生产,2010-01-29,2006-12-31,2007-01-31,60.3,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-03-03,2007-01-31,2007-02-28,56.6,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-03-29,2007-02-28,2007-03-31,60.7,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-05-05,2007-03-31,2007-04-30,65.5,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-05-27,2007-04-30,2007-05-31,60.9,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-06-28,2007-05-31,2007-06-30,59.7,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-07-28,2007-06-30,2007-07-31,55.7,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-10-18,2007-07-31,2007-08-31,57.1,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-10-18,2007-08-31,2007-09-30,61.7,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-10-28,2007-09-30,2007-10-31,54.9,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-11-25,2007-10-31,2007-11-30,60.1,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2010-12-28,2007-11-30,2007-12-31,59.5,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2011-01-27,2007-12-31,2008-01-31,56.1,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2011-01-27,2008-01-31,2008-02-29,55.4,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2011-03-29,2008-02-29,2008-03-31,64.1,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2011-04-26,2008-03-31,2008-04-30,66.5,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2011-05-26,2008-04-30,2008-05-31,55.7,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2011-06-27,2008-05-31,2008-06-30,54.2,2023-05-06 20:25:45
制造业采购经理指数PMI_生产,2011-07-26,2008-06-30,2008-07-31,47.4,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2011-08-26,2008-07-31,2008-08-31,48.7,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2011-09-26,2008-08-31,2008-09-30,54.6,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2011-10-27,2008-09-30,2008-10-31,44.3,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2011-11-25,2008-10-31,2008-11-30,35.5,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2011-12-27,2008-11-30,2008-12-31,39.4,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-02-02,2008-12-31,2009-01-31,45.5,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-02-28,2009-01-31,2009-02-28,51.2,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-02-28,2009-03-31,56.9,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-03-31,2009-04-30,57.4,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-04-30,2009-05-31,56.9,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-05-31,2009-06-30,57.1,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-06-30,2009-07-31,57.3,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-07-31,2009-08-31,57.9,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-08-31,2009-09-30,58.0,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-09-30,2009-10-31,59.3,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-10-31,2009-11-30,59.4,2023-05-06 20:25:46
制造业采购经理指数PMI_生产,2012-03-27,2009-11-30,2009-12-31,61.4,2023-05-06 20:25:46
