order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000783.XSHE,2016-01-04,2015,q4,1,0.0,375,81.7294,0.0,465,77.109,-0.0124,1671,15.9537,0.012,281,85.0507,0.0384,200,89.3469,0.0,119,93.0913,0.0,207,87.6794,0.0,345,78.7916,0.1527,40,97.4,0.1364,79,94.6133,-0.0179,1786.0,17.0924,68.3276,62.8308,-0.4,1670,5.7062,-0.2,1334,19.3587,-0.2,1286,21.837,0.3273,716,61.3931,14.3934,40.0899,38.9905
000783.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,0.0,433,78.6667,-0.0124,1659,16.4315,0.012,284,84.8825,0.0384,195,89.6034,0.0,108,93.7096,0.0,199,88.1437,0.0,344,78.7485,0.1527,43,97.1888,0.1364,77,94.7368,-0.0179,1785.0,17.1004,68.8817,63.4758,-0.4,1662,5.8924,-0.2,1332,19.2844,-0.2,1282,21.8902,0.3273,782,57.7838,14.4488,39.1314,38.0502
000783.XSHE,2016-01-04,2016,q4,1,0.0,484,77.0,0.0,581,72.0751,-0.0225,1728,14.968,-0.0042,1029,46.3466,0.0002,691,63.8554,0.0,125,92.7739,0.0,232,86.25,0.0,409,74.954,0.1765,76,95.0232,0.1755,109,92.5466,-0.099,1998.0,6.2001,55.1779,46.8949,-0.4,1711,5.837,-0.2,1370,19.4232,-0.2,1320,21.9527,0.3273,729,61.7044,14.4946,34.3059,32.6493
000783.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,0.0,541,73.9759,-0.0225,1715,15.358,-0.0042,1028,46.3147,0.0002,692,63.7651,0.0,121,92.9783,0.0,224,86.7104,0.0,405,75.0617,0.1765,77,94.9333,0.1755,108,92.59,-0.099,2000.0,5.9294,55.8206,47.6621,-0.4,1701,6.0773,-0.2,1367,19.3625,-0.2,1313,22.0903,0.3273,797,58.0611,14.594,33.2801,31.6484
000783.XSHE,2016-01-04,2017,q4,1,0.0,346,81.8325,0.0,433,76.9231,0.0,638,64.8455,0.0696,172,89.8876,0.0791,213,87.0574,0.0,123,92.561,0.0,230,85.7143,0.0,402,74.1624,-0.0069,853,40.0844,0.0045,496,63.4146,0.0,635.0,67.2859,77.1923,78.6935,-0.4,1603,5.4309,-0.2,1279,19.5214,-0.2,1224,22.201,0.3273,689,60.9091,14.4211,56.7812,57.0814
000783.XSHE,2016-01-04,2017,q4,3,0.0,295,84.4855,0.0,397,78.7895,0.0,624,65.4465,0.0696,168,90.0595,0.0791,214,86.9405,0.0,116,92.9577,0.0,222,86.1789,0.0,401,74.0765,-0.0069,834,41.0474,0.0045,496,63.2244,0.0,649.0,66.4075,77.9412,79.5523,-0.4,1593,5.743,-0.2,1276,19.5076,-0.2,1218,22.3852,0.3273,747,57.5654,14.5773,55.6956,56.0178
000783.XSHE,2016-01-05,2015,q4,1,0.0,352,82.9197,0.0,438,78.5363,-0.0124,1660,16.4653,0.0111,305,83.8039,0.0384,199,89.4004,0.0,104,94.0186,0.0,193,88.585,0.0,351,78.4084,0.1527,40,97.4086,0.1364,80,94.5404,-0.0181,1716.0,17.4687,68.5345,63.02,-0.4,1662,6.1582,-0.2,1329,20.0,-0.2,1280,22.3437,0.3178,860,53.7924,14.932,38.0716,36.9687
000783.XSHE,2016-01-05,2015,q4,3,0.0,372,81.9113,0.0,441,78.3358,-0.0124,1659,16.3893,0.0123,287,84.7467,0.0384,198,89.4427,0.0,106,93.8776,0.0,196,88.3513,0.0,348,78.4873,0.1527,43,97.1888,0.1364,77,94.7405,-0.0181,1711.0,17.5904,68.6205,63.1434,-0.4,1657,6.1756,-0.2,1323,19.9758,-0.2,1280,22.1072,0.3178,887,52.1856,14.882,37.6333,36.5379
000783.XSHE,2016-01-05,2016,q4,1,0.0,454,78.5308,0.0,574,72.5443,-0.0225,1719,15.4111,-0.0042,1043,45.7856,0.0002,691,63.8743,0.0,111,93.6416,0.0,218,87.1598,0.0,415,74.57,0.1765,76,95.0397,0.1755,108,92.6105,-0.0991,2002.0,6.1445,55.4076,47.1084,-0.4,1705,6.2706,-0.2,1366,20.0351,-0.2,1315,22.4321,0.3178,878,54.0838,15.0087,32.1518,30.4919
000783.XSHE,2016-01-05,2016,q4,3,0.0,453,78.5069,0.0,557,73.2821,-0.0225,1707,15.7531,-0.0042,1029,46.3466,0.0002,691,63.8365,0.0,112,93.5577,0.0,223,86.8014,0.0,416,74.3669,0.1765,78,94.8667,0.1755,108,92.5952,-0.0991,1998.0,6.156,55.7041,47.5207,-0.4,1699,6.3431,-0.2,1359,20.0236,-0.2,1314,22.2156,0.3178,905,52.521,14.9898,31.7419,30.1052
