order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000883.XSHE,2016-01-04,2015,q4,1,0.024,45,97.8505,0.0222,71,96.5466,0.0222,124,93.8098,0.0259,171,90.9237,0.0344,222,88.1692,,1709,,,1673,,,1623,,,1501,,,1449,,-0.0023,1422.0,33.9991,,93.3313,0.5,32,98.2486,0.5,74,95.5838,0.5,92,94.4647,0.3,855,53.8877,96.4259,,64.3175
000883.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,-0.0018,1666,17.7778,-0.0018,1349,32.0565,0.0018,553,70.5128,0.0101,373,80.0643,,1702,,,1671,,,1615,,,1495,,,1445,,0.0015,441.0,79.5539,,50.7207,0.5,32,98.2436,0.5,73,95.6337,0.5,89,94.6341,0.4596,240,87.0811,96.4777,,79.4302
000883.XSHE,2016-01-04,2016,q4,1,0.0281,86,95.9524,0.0246,141,93.2595,0.0246,228,88.8232,0.0281,299,84.4468,0.031,364,80.9848,,1717,,,1681,,,1630,,,1508,,,1450,,-0.037,1785.0,16.2048,,88.3266,0.5,32,98.293,0.5,75,95.6445,0.5,95,94.4379,0.3,871,54.2346,96.4626,,58.0897
000883.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,-0.0034,1721,17.1084,-0.0034,1351,33.3333,0.0,715,62.6764,0.0027,645,66.2297,,1710,,,1679,,,1621,,,1501,,,1445,,-0.0099,1407.0,33.8353,,46.8361,0.5,32,98.2873,0.5,74,95.6907,0.5,92,94.5962,0.4596,244,87.197,96.5104,,64.979
000883.XSHE,2016-01-04,2017,q4,1,0.0,346,81.8325,0.0,433,76.9231,-0.0827,1747,3.6424,-0.0685,1482,12.4187,-0.0637,1229,25.0305,,1641,,,1604,,,1553,,,1423,,,1354,,-0.0902,1860.0,4.0764,,30.8893,0.5,29,98.3471,0.5,70,95.6549,0.5,87,94.5293,0.3,826,53.125,96.5067,,42.6396
000883.XSHE,2016-01-04,2017,q4,3,0.0,295,84.4855,0.0,397,78.7895,-0.0827,1742,3.4387,-0.0685,1472,12.4405,-0.0637,1224,25.0153,,1634,,,1600,,,1544,,,1414,,,1347,,-0.0902,1852.0,4.0435,,31.4717,0.5,30,98.283,0.5,70,95.6439,0.5,84,94.7066,0.4596,231,86.917,96.5121,,52.8849
000883.XSHE,2016-01-05,2015,q4,1,0.024,41,98.0535,0.024,62,97.0039,0.0222,131,93.4542,0.0277,159,91.5823,0.0344,222,88.1692,,1723,,,1683,,,1622,,,1506,,,1448,,-0.0022,1338.0,35.6593,,93.534,0.5,35,98.0791,0.5,73,95.6627,0.5,94,94.3534,0.2728,1111,40.2905,96.3674,,60.7652
000883.XSHE,2016-01-05,2015,q4,3,0.024,46,97.8059,0.024,65,96.8488,0.0222,134,93.293,0.0277,160,91.52,0.0344,221,88.2101,,1716,,,1675,,,1614,,,1495,,,1446,,-0.0022,1341.0,35.4217,,93.4153,0.5,35,98.0737,0.5,72,95.7022,0.5,90,94.5798,0.2728,1123,39.4495,96.4263,,60.4297
000883.XSHE,2016-01-05,2016,q4,1,0.0281,74,96.5403,0.0281,115,94.5376,0.0246,230,88.7248,0.031,280,85.4839,0.031,371,80.6283,,1731,,,1691,,,1629,,,1513,,,1449,,-0.0126,1488.0,30.2533,,88.887,0.5,35,98.1298,0.5,74,95.7235,0.5,97,94.3329,0.2728,1135,40.6283,96.4079,,58.3235
000883.XSHE,2016-01-05,2016,q4,3,0.0281,74,96.5288,0.0281,117,94.4258,0.0246,230,88.6914,0.031,280,85.4384,0.031,368,80.7652,,1724,,,1683,,,1620,,,1501,,,1446,,-0.0126,1479.0,30.5451,,88.8535,0.5,35,98.1247,0.5,73,95.7597,0.5,93,94.5498,0.2728,1147,39.8109,96.4637,,58.1702
000883.XSHE,2016-01-05,2017,q4,1,0.0,328,82.8885,0.0,440,76.6861,-0.0827,1749,3.5852,-0.0609,1474,13.3019,-0.0637,1235,24.8477,,1657,,,1616,,,1553,,,1431,,,1354,,-0.0902,1862.0,4.4171,,31.177,0.5,32,98.1743,0.5,69,95.7447,0.5,89,94.4233,0.2728,1068,39.6834,96.4523,,38.756
000883.XSHE,2016-01-05,2017,q4,3,0.0,344,81.9948,0.0,447,76.226,-0.0827,1741,3.5477,-0.0609,1459,13.5744,-0.0637,1224,25.2445,,1649,,,1606,,,1544,,,1415,,,1349,,-0.0902,1852.0,4.3905,,31.1058,0.5,33,98.1099,0.5,69,95.7233,0.5,85,94.6599,0.2728,1080,38.8669,96.4653,,38.4914
000883.XSHE,2016-01-06,2015,q4,1,0.024,46,97.8229,0.024,63,96.9682,0.0222,138,93.1225,0.0277,162,91.4589,0.0344,224,88.113,,1731,,,1689,,,1623,,,1512,,,1454,,-0.0022,1351.0,35.4376,,93.3617,0.5,40,97.8078,0.5,75,95.5768,0.5,96,94.2702,0.232,1158,38.3262,96.2079,,60.0431
000883.XSHE,2016-01-06,2015,q4,3,0.024,45,97.8672,0.024,62,97.0171,0.0222,139,93.0618,0.0277,160,91.5515,0.0344,223,88.1537,,1724,,,1685,,,1615,,,1498,,,1447,,-0.0022,1354.0,35.0768,,93.3895,0.5,37,97.9707,0.5,74,95.6235,0.5,93,94.4344,0.232,1164,37.8075,96.3246,,59.8081
000883.XSHE,2016-01-06,2016,q4,1,0.0281,85,96.034,0.0281,124,94.1205,0.0246,236,88.435,0.031,289,85.039,0.031,374,80.5018,,1739,,,1697,,,1630,,,1519,,,1455,,-0.0126,1495.0,30.2521,,88.5199,0.5,40,97.8595,0.5,76,95.6294,0.5,99,94.2353,0.232,1182,38.5536,96.2426,,57.5942
000883.XSHE,2016-01-06,2016,q4,3,0.0281,75,96.4946,0.0281,115,94.5455,0.0246,235,88.4501,0.031,287,85.0886,0.031,374,80.4712,,1732,,,1693,,,1621,,,1504,,,1448,,-0.0126,1490.0,30.1267,,88.6673,0.5,37,98.0187,0.5,75,95.6725,0.5,96,94.3953,0.232,1188,38.048,96.3555,,57.457
000883.XSHE,2016-01-06,2017,q4,1,0.0,340,82.3253,0.0,459,75.78,-0.0827,1748,3.7466,-0.0609,1471,13.631,-0.0637,1234,25.0911,,1665,,,1623,,,1555,,,1439,,,1361,,-0.0902,1876.0,4.239,,31.1109,0.5,37,97.8861,0.5,71,95.6468,0.5,91,94.3218,0.232,1112,37.6893,96.2775,,38.0562
000883.XSHE,2016-01-06,2017,q4,3,0.0,354,81.5377,0.0,449,76.2712,-0.0827,1740,3.7631,-0.0609,1458,13.838,-0.0637,1231,25.0,,1658,,,1618,,,1547,,,1421,,,1352,,-0.0902,1863.0,4.2674,,31.1883,0.5,35,97.9976,0.5,71,95.6332,0.5,88,94.4937,0.232,1118,37.2119,96.3511,,37.9517
000883.XSHE,2016-01-07,2015,q4,1,0.024,45,97.8744,0.024,62,97.0215,0.0222,134,93.3633,0.0277,162,91.4634,0.0344,225,88.0661,,1736,,,1694,,,1630,,,1512,,,1455,,-0.0021,1343.0,35.8815,,93.4464,0.5,35,98.0995,0.5,75,95.5662,0.5,96,94.2633,0.3308,1215,35.2188,96.3189,,59.2832
000883.XSHE,2016-01-07,2015,q4,3,0.024,44,97.9217,0.024,59,97.168,0.0222,137,93.2034,0.0277,162,91.4498,0.0344,224,88.1067,,1729,,,1689,,,1622,,,1499,,,1449,,-0.0021,1340.0,35.8409,,93.4324,0.5,34,98.145,0.5,75,95.5582,0.5,94,94.3671,0.3308,1217,34.9385,96.3547,,59.1912
000883.XSHE,2016-01-07,2016,q4,1,0.0281,82,96.1792,0.0281,114,94.6062,0.0246,231,88.7476,0.031,289,85.039,0.031,375,80.4496,,1744,,,1702,,,1637,,,1519,,,1456,,-0.0125,1491.0,30.5037,,88.7201,0.5,35,98.1451,0.5,76,95.6166,0.5,99,94.2285,0.3308,1238,35.5057,96.3504,,56.8169
000883.XSHE,2016-01-07,2016,q4,3,0.0281,76,96.4556,0.0281,116,94.5029,0.0246,240,88.2324,0.031,288,85.0365,0.031,375,80.4188,,1737,,,1697,,,1628,,,1505,,,1450,,-0.0125,1476.0,30.8486,,88.5687,0.5,34,98.1888,0.5,76,95.6063,0.5,97,94.3296,0.3308,1240,35.2326,96.384,,56.8149
000883.XSHE,2016-01-07,2017,q4,1,0.0,314,83.7064,0.0,442,76.7159,-0.0292,1629,10.8434,-0.0609,1470,13.6898,-0.0637,1233,25.1519,,1671,,,1629,,,1565,,,1439,,,1362,,-0.0902,1878.0,4.2347,,33.589,0.5,33,98.1276,0.5,71,95.6332,0.5,91,94.3146,0.3308,1157,35.0197,96.3672,,37.7676
000883.XSHE,2016-01-07,2017,q4,3,0.0,339,82.3591,0.0,449,76.3088,-0.0827,1755,3.2543,-0.0609,1457,13.8971,-0.0637,1231,25.0,,1663,,,1624,,,1555,,,1422,,,1354,,-0.0902,1866.0,4.1624,,31.1431,0.5,32,98.1754,0.5,71,95.625,0.5,89,94.4233,0.3308,1158,34.8169,96.4048,,37.2034
000883.XSHE,2016-01-08,2015,q4,1,0.024,41,98.0704,0.024,64,96.9298,0.0222,134,93.3699,0.0277,166,91.2606,0.0344,212,88.7286,,1745,,,1703,,,1636,,,1515,,,1452,,-0.002,1336.0,36.3983,,93.455,0.5,32,98.273,0.5,72,95.7561,0.5,100,94.0073,0.2954,1271,32.4827,96.4131,,58.6379
000883.XSHE,2016-01-08,2015,q4,3,0.024,42,98.0222,0.024,60,97.1234,0.0222,131,93.5097,0.0277,167,91.1936,0.0344,216,88.5088,,1739,,,1695,,,1627,,,1503,,,1450,,-0.002,1339.0,36.1641,,93.4888,0.5,36,98.0436,0.5,78,95.3892,0.5,98,94.1212,0.2954,1277,32.0554,96.1974,,58.4031
000883.XSHE,2016-01-08,2016,q4,1,0.0281,73,96.6102,0.0281,114,94.619,0.0246,231,88.7531,0.031,298,84.5794,0.031,360,81.1647,,1752,,,1710,,,1643,,,1521,,,1452,,-0.0125,1499.0,30.2932,,88.701,0.5,32,98.3143,0.5,73,95.7993,0.5,103,93.9787,0.2954,1296,32.6923,96.4412,,55.9241
