order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000738.XSHE,2016-01-04,2015,q4,1,0.0077,130,93.6981,0.0,465,77.109,-0.017,1731,12.9341,-0.0362,1605,14.362,-0.0391,1118,40.2034,0.0,119,93.0913,0.0,207,87.6794,0.0,345,78.7916,-0.0929,1380,8.0667,,1449,,-0.0087,1653.0,23.2699,,37.0008,-0.25,1586,10.452,-0.5,1516,8.3485,0.0,660,59.9148,0.2505,1137,38.6609,19.5032,,29.88
000738.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,-0.0077,1812,10.5679,-0.0238,1775,10.5847,-0.0436,1648,12.0192,-0.0465,1181,36.7631,0.0,108,93.7096,0.0,199,88.1437,0.0,344,78.7485,-0.0929,1366,8.6345,,1445,,-0.0162,1767.0,17.9368,,20.9589,-0.25,1573,10.9348,-0.5,1513,8.3081,0.0,655,60.122,0.3399,719,61.1892,19.7216,,31.8739
000738.XSHE,2016-01-04,2016,q4,1,0.0109,193,90.8571,0.0,581,72.0751,-0.0176,1675,17.5775,-0.0438,1588,17.1712,-0.04,1311,31.3777,0.0,125,92.7739,0.0,232,86.25,0.0,409,74.954,-0.1009,1376,8.7591,,1450,,-0.0135,1498.0,29.6853,,37.0631,-0.25,1627,10.4626,-0.5,1555,8.5344,0.0,669,60.4734,0.2505,1160,39.0321,19.6935,,31.9665
000738.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,-0.0108,1850,10.8916,-0.0224,1712,15.5062,-0.0541,1636,14.5321,-0.0503,1398,26.7436,0.0,121,92.9783,0.0,224,86.7104,0.0,405,75.0617,-0.1009,1365,9.0667,,1445,,-0.0251,1680.0,20.9882,,21.8527,-0.25,1612,10.9945,-0.5,1551,8.5006,0.0,664,60.6295,0.3399,734,61.3804,19.9239,,33.0659
000738.XSHE,2016-01-05,2015,q4,1,0.0077,130,93.7226,0.0077,170,91.6994,-0.017,1723,13.2931,-0.0362,1614,14.065,-0.0391,1122,39.9893,0.0,104,94.0186,0.0,193,88.585,0.0,351,78.4084,-0.0929,1390,7.7076,,1448,,-0.0087,1573.0,24.3503,,39.9185,-0.25,1572,11.2429,-0.5,1516,8.7349,0.0,654,60.3522,0.2325,1298,30.2313,20.0616,,28.3705
000738.XSHE,2016-01-05,2015,q4,3,0.0077,124,94.0029,0.0077,172,91.5805,-0.0162,1717,13.4644,-0.0362,1603,14.56,-0.0391,1114,40.3537,0.0,106,93.8776,0.0,196,88.3513,0.0,348,78.4873,-0.0929,1370,8.3668,,1446,,-0.0087,1575.0,24.1446,,40.1591,-0.25,1564,11.4448,-0.5,1513,8.4746,0.0,659,59.9269,0.2325,1309,29.4118,19.9531,,28.0894
000738.XSHE,2016-01-05,2016,q4,1,0.0109,172,91.8957,0.0109,252,87.9732,-0.0176,1665,18.0699,-0.0438,1602,16.7014,-0.04,1305,31.7277,0.0,111,93.6416,0.0,218,87.1598,0.0,415,74.57,-0.1009,1389,8.2011,,1449,,-0.0134,1505.0,29.4559,,40.3884,-0.25,1615,11.2211,-0.5,1556,8.9045,0.0,664,60.8619,0.2325,1328,30.5236,20.2226,,30.1161
000738.XSHE,2016-01-05,2016,q4,3,0.0109,171,91.9163,0.0109,253,87.8904,-0.0117,1570,22.5185,-0.0438,1587,17.2234,-0.04,1307,31.5514,0.0,112,93.5577,0.0,223,86.8014,0.0,416,74.3669,-0.1009,1369,8.8,,1446,,-0.0134,1497.0,29.6992,,41.8474,-0.25,1606,11.4727,-0.5,1552,8.6572,0.0,669,60.4265,0.2325,1339,29.7269,20.1373,,30.2248
000738.XSHE,2016-01-06,2015,q4,1,0.0077,137,93.4204,0.0077,176,91.4425,-0.017,1723,13.5542,-0.0362,1622,14.0053,-0.0391,1125,40.0853,0.0,91,94.7977,0.0,185,89.0995,0.0,353,78.2984,-0.0929,1393,7.8756,,1454,,-0.0086,1583.0,24.3424,,39.9069,-0.25,1580,11.2423,-0.5,1529,8.6671,0.0,662,60.1327,0.2166,1230,34.4883,19.9903,,29.6287
000738.XSHE,2016-01-06,2015,q4,3,0.0077,131,93.6985,0.0077,170,91.7359,-0.0162,1714,13.8763,-0.0362,1612,14.3996,-0.0391,1119,40.3415,0.0,95,94.5444,0.0,185,89.0736,0.0,356,78.005,-0.0929,1373,8.35,,1447,,-0.0086,1581.0,24.1843,,40.234,-0.25,1565,11.8377,-0.5,1524,8.693,0.0,659,60.1936,0.2166,1234,34.0642,20.251,,29.5716
