order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000807.XSHE,2006-01-08,国金证券,4.9010,,2,1,2024-09-30 17:17:37,2006-01-09 17:50:34,2.0,,,,
000807.XSHE,2006-01-09,海通证券,5.2910,,2,1,2024-09-30 17:18:10,2006-01-10 18:17:23,2.0,,,,
000807.XSHE,2006-01-17,国泰海通证券,5.7850,,2,1,2024-09-30 17:17:57,2006-01-18 16:56:28,2.0,,,,
000807.XSHE,2006-01-23,国金证券,7.3320,,2,1,2024-09-30 17:18:09,2006-01-24 16:29:28,2.0,,,,
000807.XSHE,2006-01-24,金元证券,7.3710,,2,1,2024-09-30 17:17:23,2006-01-24 16:29:28,2.0,,,,
000807.XSHE,2006-01-24,天相投顾,7.3710,,2,1,2024-09-30 17:18:07,2006-02-06 11:32:25,2.0,,,,
000807.XSHE,2006-02-06,海通证券,8.5800,,2,1,2024-09-30 17:17:33,2006-02-07 17:50:57,2.0,,,,
000807.XSHE,2006-02-06,中航证券,8.5800,,2,1,2024-09-30 17:17:54,2006-02-06 18:17:25,2.0,,,,
000807.XSHE,2006-02-10,国金证券,7.9430,,2,1,2024-09-30 17:17:44,2006-02-10 16:02:21,2.0,,,,
000807.XSHE,2006-02-13,申万宏源,6.3140,,3,1,2024-09-30 17:17:30,2006-02-15 18:17:43,3.0,,,,
000807.XSHE,2006-02-14,光大证券,7.7610,,2,1,2024-09-30 17:17:36,2006-02-15 17:50:33,2.0,,,,
000807.XSHE,2006-02-14,中航证券,7.7610,,2,1,2024-09-30 17:17:44,2006-02-15 14:14:25,2.0,,,,
000807.XSHE,2006-02-15,东北证券,6.4900,,3,1,2024-09-30 17:17:49,2006-02-15 16:57:07,3.0,,,,
000807.XSHE,2006-02-24,申万宏源,,,2,1,2024-09-30 17:17:58,2006-02-27 17:23:44,2.0,,,,
000807.XSHE,2006-02-25,光大证券,,,2,1,2024-09-30 17:17:19,2006-02-27 17:50:23,2.0,,,,
000807.XSHE,2006-03-02,国金证券,,,2,1,2024-09-30 17:18:02,2006-03-03 18:17:26,2.0,,,,
000807.XSHE,2006-03-02,东方证券,,,2,1,2024-09-30 17:18:03,2006-03-04 11:59:19,2.0,,,,
000807.XSHE,2006-03-06,申万宏源,,,2,1,2024-09-30 17:18:13,2006-03-07 16:29:19,2.0,,,,
000807.XSHE,2006-03-13,光大证券,,,2,1,2024-09-30 17:17:37,2006-03-14 15:36:19,2.0,,,,
000807.XSHE,2006-03-17,光大证券,,,2,1,2024-09-30 17:17:24,2006-03-17 11:32:19,2.0,,,,
000807.XSHE,2006-03-18,海通证券,10.5000,M06,2,1,2024-09-30 03:56:43,2006-03-21 18:17:47,2.0,10.5,,,
