order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
688027.XSHG,2021-08-09,2021,q4,1,0.0,515,74.2614,,1968,,,1928,,,1851,,,1773,,,1507,,,1479,,,1442,,,1371,,,1291,,0.0,721.0,64.497,,,,1530,,,1522,,,1498,,,1095,,,,
688027.XSHG,2021-08-09,2021,q4,3,0.0,494,75.2386,,1964,,,1925,,,1849,,,1770,,,1494,,,1470,,,1432,,,1363,,,1283,,0.0,719.0,64.473,,,,1526,,,1516,,,1494,,,1089,,,,
688027.XSHG,2021-08-09,2022,q4,1,0.0,542,72.2422,,1921,,,1877,,,1794,,,1716,,,1498,,,1470,,,1433,,,1362,,,1282,,0.0,717.0,63.7835,,,,1519,,,1511,,,1487,,,1094,,,,
688027.XSHG,2021-08-09,2022,q4,3,0.0,529,72.8255,,1917,,,1874,,,1793,,,1715,,,1485,,,1461,,,1423,,,1354,,,1274,,0.0,724.0,63.3553,,,,1515,,,1505,,,1483,,,1088,,,,
688027.XSHG,2021-08-10,2021,q4,1,0.0,561,72.0419,,1972,,,1929,,,1857,,,1787,,,1499,,,1467,,,1427,,,1362,,,1297,,0.0,715.0,64.8622,,,,1529,,,1529,,,1503,,,1106,,,,
688027.XSHG,2021-08-10,2021,q4,3,0.0,551,72.4449,,1968,,,1924,,,1854,,,1779,,,1489,,,1462,,,1420,,,1357,,,1286,,0.0,718.0,64.6624,,,,1525,,,1524,,,1500,,,1103,,,,
688027.XSHG,2021-08-10,2022,q4,1,0.0,585,70.1126,,1923,,,1876,,,1798,,,1732,,,1490,,,1458,,,1418,,,1353,,,1287,,0.0,725.0,63.4159,,,,1517,,,1517,,,1491,,,1105,,,,
688027.XSHG,2021-08-10,2022,q4,3,0.0,567,70.9296,,1920,,,1872,,,1796,,,1725,,,1480,,,1453,,,1411,,,1348,,,1276,,0.0,732.0,63.0248,,,,1513,,,1512,,,1488,,,1102,,,,
688027.XSHG,2021-08-11,2021,q4,1,0.0,594,70.2906,,1968,,,1925,,,1852,,,1783,,,1484,,,1455,,,1415,,,1351,,,1289,,0.0,709.0,65.1403,,,,1525,,,1530,,,1508,,,1110,,,,
688027.XSHG,2021-08-11,2021,q4,3,0.0,585,70.668,,1962,,,1919,,,1849,,,1777,,,1478,,,1446,,,1406,,,1346,,,1281,,0.0,706.0,65.2195,,,,1520,,,1525,,,1504,,,1106,,,,
