order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000538.XSHE,2006-01-04,国信证券,26.0910,,2,1,2025-04-30 17:19:56,2006-01-05 16:29:38,2.0,,,,
000538.XSHE,2006-01-05,兴业证券,26.3380,,2,3,2025-04-30 17:20:45,2006-01-05 17:51:25,2.0,,,2.0,
000538.XSHE,2006-01-06,国信证券,27.2610,,2,1,2025-04-30 17:20:19,2006-01-07 11:05:42,2.0,,,,
000538.XSHE,2006-01-18,华泰证券,26.7410,,2,1,2025-04-30 17:19:40,2006-01-20 17:23:37,2.0,,,,
000538.XSHE,2006-01-18,银河证券,26.7410,,2,1,2025-04-30 17:21:09,2006-01-19 14:14:37,2.0,,,,
000538.XSHE,2006-01-23,金信研究,20.6500,M06,2,1,2025-04-30 04:07:20,2006-05-24 14:41:34,2.0,20.65,,,
000538.XSHE,2006-01-24,国泰海通证券,25.8180,,2,1,2025-04-30 17:20:35,2006-02-06 13:20:33,2.0,,,,
000538.XSHE,2006-01-25,海通证券,29.8500,,1,1,2025-04-30 17:19:43,2006-02-06 17:51:34,1.0,,,,
000538.XSHE,2006-01-25,中金公司,25.8700,,2,1,2025-04-30 17:21:19,2006-01-25 18:17:26,2.0,,,,
000538.XSHE,2006-02-06,中信证券,30.1050,,1,1,2025-04-30 17:20:23,2006-02-09 16:02:31,1.0,,,,
000538.XSHE,2006-02-08,申万宏源,26.7800,,2,1,2025-04-30 17:21:04,2006-02-09 17:23:14,2.0,,,,
000538.XSHE,2006-02-09,中金公司,26.5330,,2,1,2025-04-30 17:19:46,2006-02-09 16:02:31,2.0,,,,
000538.XSHE,2006-02-13,申万宏源,32.5000,Y01,1,1,2025-04-30 04:07:45,2006-02-13 17:50:31,1.0,,32.5,,
000538.XSHE,2006-02-20,国信证券,29.9910,,2,1,2025-04-30 17:22:14,2006-02-20 15:36:20,2.0,,,,
000538.XSHE,2006-02-21,国信证券,,,2,1,2025-04-30 17:20:28,2006-02-22 13:20:50,2.0,,,,
000538.XSHE,2006-02-23,中银国际证券,30.0600,M06,2,1,2025-04-30 04:07:37,2006-02-23 16:02:11,2.0,30.06,,,
000538.XSHE,2006-02-24,光大证券,,,2,1,2025-04-30 17:20:05,2006-02-27 15:35:28,2.0,,,,
000538.XSHE,2006-02-24,中银国际证券,30.6000,M06,2,1,2025-04-30 04:07:16,2006-02-25 12:26:18,2.0,30.6,,,
000538.XSHE,2006-02-28,华泰证券,,,2,1,2025-04-30 17:21:20,2006-03-02 17:51:15,2.0,,,,
000538.XSHE,2006-03-01,平安证券,,,2,1,2025-04-30 17:20:28,2006-03-04 11:32:24,2.0,,,,
000538.XSHE,2006-03-01,国信证券,,,2,1,2025-04-30 17:21:33,2006-03-03 17:50:39,2.0,,,,
000538.XSHE,2006-03-06,中信证券,,,1,1,2025-04-30 17:21:30,2006-03-08 17:50:40,1.0,,,,
000538.XSHE,2006-03-06,国信证券,,,2,1,2025-04-30 17:21:48,2006-03-07 15:08:22,2.0,,,,
000538.XSHE,2006-03-22,国泰海通证券,,,1,1,2025-04-30 17:20:39,2006-03-23 15:36:22,1.0,,,,
000538.XSHE,2006-03-24,华泰证券,,,2,1,2025-04-30 17:20:55,2006-03-28 17:23:10,2.0,,,,
000538.XSHE,2006-03-24,申万宏源,,,1,1,2025-04-30 17:22:08,2006-03-28 10:11:07,1.0,,,,
000538.XSHE,2006-03-24,平安证券,,,2,1,2025-04-30 17:22:10,2006-03-27 18:19:56,2.0,,,,
000538.XSHE,2006-03-27,光大证券,,,2,1,2025-04-30 17:20:20,2006-03-29 17:24:50,2.0,,,,
000538.XSHE,2006-03-29,国金证券,,,2,1,2025-04-30 17:21:01,2006-03-30 17:50:23,2.0,,,,
000538.XSHE,2006-03-29,中金公司,,,2,1,2025-04-30 17:21:51,2006-03-29 16:02:06,2.0,,,,
000538.XSHE,2006-04-03,中银国际证券,30.5000,M06,2,1,2025-04-30 04:07:19,2006-04-03 18:17:22,2.0,30.5,,,
000538.XSHE,2006-04-07,申万宏源,,,1,1,2025-04-30 17:21:30,2006-04-12 16:02:21,1.0,,,,
000538.XSHE,2006-04-10,招商证券,,,2,1,2025-04-30 17:20:58,2006-04-10 11:32:25,2.0,,,,
000538.XSHE,2006-04-10,中金公司,,,2,1,2025-04-30 17:21:01,2006-04-10 16:02:16,2.0,,,,
000538.XSHE,2006-04-13,兴业证券,,,2,1,2025-04-30 17:20:17,2006-04-13 15:08:17,2.0,,,2.0,
000538.XSHE,2006-04-17,申万宏源,,,1,1,2025-04-30 17:20:01,2006-04-17 17:50:37,1.0,,,,
000538.XSHE,2006-04-17,国信证券,,,2,1,2025-04-30 17:20:01,2006-04-17 16:02:32,2.0,,,,
000538.XSHE,2006-04-17,中金公司,,,2,1,2025-04-30 17:20:17,2006-04-17 17:23:54,2.0,,,,
000538.XSHE,2006-04-17,东方证券,30.0500,M06,3,1,2025-04-30 04:07:20,2006-04-20 17:50:35,3.0,30.05,,,
000538.XSHE,2006-04-17,中信证券,,,1,1,2025-04-30 17:21:06,2006-04-17 17:23:54,1.0,,,,
000538.XSHE,2006-04-17,华泰证券,,,2,1,2025-04-30 17:21:52,2006-04-18 11:05:35,2.0,,,,
000538.XSHE,2006-04-18,中银国际证券,40.5000,M06,2,1,2025-04-30 04:07:22,2006-04-19 13:20:37,2.0,40.5,,,
000538.XSHE,2006-04-24,光大证券,,,2,1,2025-04-30 17:20:59,2006-04-26 11:32:23,2.0,,,,
000538.XSHE,2006-05-08,兴业证券,,,2,1,2025-04-30 17:20:01,2006-05-08 15:08:20,2.0,,,,
000538.XSHE,2006-05-08,泰阳证券,,,2,1,2025-04-30 17:21:24,2006-06-08 16:29:26,2.0,,,,
000538.XSHE,2006-05-09,平安证券,,,2,1,2025-04-30 17:20:12,2006-05-10 14:41:26,2.0,,,,
000538.XSHE,2006-05-11,申万宏源,,,1,1,2025-04-30 17:20:27,2006-05-11 17:25:47,1.0,,,,
000538.XSHE,2006-05-16,申万宏源,,,1,1,2025-04-30 17:22:15,2006-05-16 16:57:19,1.0,,,,
000538.XSHE,2006-05-16,国泰海通证券,,,2,1,2025-04-30 17:22:16,2006-05-16 17:50:30,2.0,,,,
000538.XSHE,2006-05-18,申万宏源,,,1,1,2025-04-30 17:19:51,2006-05-18 17:23:28,1.0,,,,
000538.XSHE,2006-05-22,中信证券,,,1,1,2025-04-30 17:21:33,2006-05-22 17:50:38,1.0,,,,
000538.XSHE,2006-05-26,光大证券,34.0000,M06,2,1,2025-04-30 04:07:04,2006-05-29 17:50:26,2.0,34.0,,,
000538.XSHE,2006-05-26,华泰证券,,,2,1,2025-04-30 17:19:42,2006-05-27 11:59:44,2.0,,,,
000538.XSHE,2006-05-29,国信证券,,,2,1,2025-04-30 17:21:09,2006-07-12 15:08:37,2.0,,,,
000538.XSHE,2006-05-29,申万宏源,34.3000,M06,1,1,2025-04-30 04:07:32,2006-05-29 15:08:23,1.0,34.3,,,
000538.XSHE,2006-06-05,UBS Warburg,24.3700,M06,5,1,2025-04-30 04:07:18,2006-06-07 16:29:28,5.0,24.37,,,
000538.XSHE,2006-06-07,申万宏源,,,1,1,2025-04-30 17:21:46,2006-06-07 16:29:28,1.0,,,,
000538.XSHE,2006-06-16,国信证券,,,2,1,2025-04-30 17:21:28,2006-06-17 11:05:50,2.0,,,,
000538.XSHE,2006-06-21,招商证券,,,2,1,2025-04-30 17:21:07,2006-06-21 17:24:49,2.0,,,,
000538.XSHE,2006-06-22,中原证券,,,1,3,2025-04-30 17:20:12,2006-07-04 17:50:16,2.0,,,1.0,
000538.XSHE,2006-06-23,华泰证券,,,2,1,2025-04-30 17:19:57,2006-06-27 16:56:43,2.0,,,,
000538.XSHE,2006-06-23,兴业证券,,,2,1,2025-04-30 17:20:15,2006-06-26 15:08:46,2.0,,,,
000538.XSHE,2006-06-24,申万宏源,,,1,1,2025-04-30 17:19:50,2006-06-28 20:59:15,1.0,,,,
000538.XSHE,2006-06-25,中金公司,,,2,1,2025-04-30 17:21:13,2006-06-26 17:50:45,2.0,,,,
000538.XSHE,2006-06-27,申万宏源,,,1,1,2025-04-30 17:20:39,2006-06-27 16:56:43,1.0,,,,
000538.XSHE,2006-07-01,光大证券,,,2,1,2025-04-30 17:22:02,2006-07-04 17:23:29,2.0,,,,
000538.XSHE,2006-07-04,中信证券,24.0000,M06,1,1,2025-04-30 04:07:34,2006-07-22 10:38:18,1.0,24.0,,,
000538.XSHE,2006-07-05,国信证券,,,2,1,2025-04-30 17:21:58,2006-07-05 15:36:46,2.0,,,,
000538.XSHE,2006-07-07,国泰海通证券,,,2,1,2025-04-30 17:21:33,2006-07-15 11:05:33,2.0,,,,
000538.XSHE,2006-07-10,国信证券,,,2,1,2025-04-30 17:19:51,2006-07-10 15:08:23,2.0,,,,
000538.XSHE,2006-07-13,招商证券,,,2,1,2025-04-30 17:19:53,2006-07-17 14:14:57,2.0,,,,
000538.XSHE,2006-07-24,国信证券,,,2,1,2025-04-30 17:20:48,2006-07-24 15:08:28,2.0,,,,
000538.XSHE,2006-07-26,华泰证券,,,2,1,2025-04-30 17:22:13,2006-07-26 17:50:49,2.0,,,,
000538.XSHE,2006-07-28,招商证券,21.2000,M06,2,1,2025-04-30 04:07:32,2006-07-28 15:08:26,2.0,21.2,,,
