order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
601598.XSHG,2019-03-08,2018,q4,1,0.0,152,90.6095,,1597,,,1562,,,1536,,,1494,,0.0,138,88.6118,,1144,,,1116,,,1120,,,1061,,0.0,237.0,85.4501,,,,1345,,,1280,,,1302,,,1417,,,,
601598.XSHG,2019-03-08,2018,q4,3,0.0,155,90.4229,,1596,,,1558,,,1536,,,1491,,0.0,148,87.709,,1141,,,1106,,,1114,,,1054,,0.0,237.0,85.4411,,,,1341,,,1276,,,1297,,,1414,,,,
601598.XSHG,2019-03-08,2019,q4,1,0.0,409,77.9101,,1829,,,1805,,,1776,,,1709,,0.0,164,87.2057,,1204,,,1176,,,1190,,,1129,,0.0,499.0,73.3405,,,,1486,,,1413,,,1443,,,1573,,,,
601598.XSHG,2019-03-08,2019,q4,3,0.0,413,77.6573,,1825,,,1797,,,1770,,,1702,,0.0,180,85.8498,,1200,,,1164,,,1181,,,1120,,0.0,497.0,73.3906,,,,1482,,,1409,,,1437,,,1569,,,,
601598.XSHG,2019-03-08,2020,q4,1,0.0,306,81.1496,,1586,,,1558,,,1521,,,1439,,0.0,163,87.1531,,1183,,,1156,,,1154,,,1095,,0.0,470.0,71.5585,,,,1396,,,1327,,,1353,,,1469,,,,
601598.XSHG,2019-03-08,2020,q4,3,0.0,309,80.9051,,1579,,,1546,,,1513,,,1431,,0.0,175,86.1022,,1179,,,1144,,,1147,,,1088,,0.0,473.0,71.2895,,,,1392,,,1323,,,1347,,,1465,,,,
601598.XSHG,2019-03-11,2018,q4,1,0.0,136,91.5625,,1587,,,1565,,,1534,,,1485,,0.0,110,90.9544,,1152,,,1099,,,1131,,,1060,,0.0,234.0,85.6084,,,,1323,,,1272,,,1293,,,1401,,,,
601598.XSHG,2019-03-11,2018,q4,3,0.0,136,91.5625,,1585,,,1563,,,1531,,,1481,,0.0,111,90.818,,1146,,,1092,,,1124,,,1056,,0.0,234.0,85.6084,,,,1317,,,1268,,,1289,,,1398,,,,
601598.XSHG,2019-03-11,2019,q4,1,0.0,382,79.2371,,1819,,,1790,,,1771,,,1704,,0.0,142,88.993,,1216,,,1162,,,1205,,,1132,,0.0,509.0,72.7322,,,,1475,,,1416,,,1447,,,1569,,,,
601598.XSHG,2019-03-11,2019,q4,3,0.0,369,79.8797,,1813,,,1784,,,1759,,,1693,,0.0,145,88.6614,,1208,,,1151,,,1192,,,1123,,0.0,507.0,72.7518,,,,1469,,,1412,,,1440,,,1564,,,,
601598.XSHG,2019-03-11,2020,q4,1,0.0,289,82.1672,,1586,,,1542,,,1525,,,1438,,0.0,147,88.4767,,1197,,,1139,,,1169,,,1096,,0.0,483.0,70.7169,,,,1380,,,1324,,,1351,,,1462,,,,
601598.XSHG,2019-03-11,2020,q4,3,0.0,277,82.8358,,1574,,,1534,,,1510,,,1422,,0.0,142,88.7828,,1189,,,1128,,,1158,,,1089,,0.0,488.0,70.2505,,,,1374,,,1320,,,1345,,,1457,,,,
601598.XSHG,2019-03-12,2018,q4,1,0.0,135,91.5404,,1571,,,1549,,,1518,,,1470,,0.0,116,90.3604,,1141,,,1087,,,1118,,,1052,,0.0,242.0,84.9844,,,,1327,,,1275,,,1299,,,1408,,,,
601598.XSHG,2019-03-12,2018,q4,3,0.0,141,91.156,,1570,,,1545,,,1515,,,1466,,0.0,111,90.7329,,1135,,,1077,,,1111,,,1047,,0.0,239.0,85.1621,,,,1324,,,1274,,,1297,,,1406,,,,
601598.XSHG,2019-03-12,2019,q4,1,0.0,367,80.0327,,1818,,,1787,,,1769,,,1703,,0.0,151,88.3359,,1224,,,1165,,,1210,,,1141,,0.0,524.0,72.0021,,,,1479,,,1419,,,1453,,,1577,,,,
601598.XSHG,2019-03-12,2019,q4,3,0.0,360,80.3718,,1813,,,1778,,,1758,,,1695,,0.0,154,88.0188,,1216,,,1153,,,1199,,,1132,,0.0,524.0,71.8968,,,,1476,,,1418,,,1450,,,1574,,,,
601598.XSHG,2019-03-12,2020,q4,1,0.0,302,81.316,,1583,,,1536,,,1520,,,1436,,0.0,150,88.2862,,1204,,,1138,,,1172,,,1103,,0.0,491.0,70.303,,,,1381,,,1325,,,1355,,,1467,,,,
601598.XSHG,2019-03-12,2020,q4,3,0.0,302,81.2344,,1575,,,1526,,,1509,,,1426,,0.0,150,88.2027,,1196,,,1126,,,1162,,,1095,,0.0,491.0,70.1402,,,,1378,,,1324,,,1352,,,1464,,,,
601598.XSHG,2019-03-13,2018,q4,1,0.0,131,91.7617,,1565,,,1544,,,1512,,,1465,,0.0,129,89.2437,,1144,,,1085,,,1113,,,1051,,0.0,250.0,84.4472,,,,1318,,,1263,,,1289,,,1394,,,,
