order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000708.XSHE,2006-04-13,平安证券,6.0000,M06,1,1,2025-05-09 04:05:21,2006-04-14 10:38:14,1.0,6.0,,,
000708.XSHE,2006-05-15,招商证券,8.0000,M06,2,1,2025-05-09 04:05:45,2006-05-15 16:29:23,2.0,8.0,,,
000708.XSHE,2006-05-20,中信建投,7.5000,M06,2,1,2025-05-09 04:05:29,2006-05-22 17:23:30,2.0,7.5,,,
000708.XSHE,2006-05-30,申万宏源,7.0000,M06,2,1,2025-05-09 04:05:44,2006-05-31 14:41:10,2.0,7.0,,,
000708.XSHE,2006-06-15,光大证券,,,3,1,2025-05-09 17:26:13,2006-06-19 20:05:39,3.0,,,,
000708.XSHE,2006-06-21,光大证券,,,3,1,2025-05-09 17:26:12,2006-06-22 17:51:12,3.0,,,,
000708.XSHE,2006-06-21,申万宏源,,,2,1,2025-05-09 17:27:32,2006-06-22 19:38:50,2.0,,,,
000708.XSHE,2006-07-13,招商证券,8.0000,M06,2,1,2025-05-09 04:05:55,2006-07-13 16:02:41,2.0,8.0,,,
000708.XSHE,2006-09-21,中信建投,,,2,1,2025-05-09 17:26:28,2006-09-22 17:40:30,2.0,,,,
000708.XSHE,2006-10-13,中信建投,,,2,1,2025-05-09 17:27:05,2006-10-13 17:11:08,2.0,,,,
000708.XSHE,2006-10-26,华泰联合,,,3,1,2025-05-09 17:27:04,2006-10-26 15:41:10,3.0,,,,
000708.XSHE,2006-12-28,光大证券,,,3,1,2025-05-09 17:27:19,2007-01-10 15:10:47,3.0,,,,
000708.XSHE,2007-04-02,上海证券,,,4,1,2025-05-09 17:26:53,2007-04-05 10:57:38,4.0,,,,
000708.XSHE,2007-06-05,长江证券,17.0000,M06,1,1,2025-05-09 04:05:54,2007-06-06 15:10:15,1.0,17.0,,,
000708.XSHE,2007-06-20,中信证券,17.0000,M06,1,1,2025-05-09 04:06:00,2007-06-20 11:40:42,1.0,17.0,,,
000708.XSHE,2007-07-24,东方证券,19.0000,M06,1,1,2025-05-09 04:05:22,2007-07-25 13:40:43,1.0,19.0,,,
000708.XSHE,2007-07-25,中信证券,,,2,1,2025-05-09 17:26:36,2007-07-25 17:41:13,2.0,,,,
000708.XSHE,2007-07-30,上海证券,,,3,1,2025-05-09 17:26:31,2007-08-02 14:11:29,3.0,,,,
000708.XSHE,2007-08-21,东方证券,19.0000,M06,1,1,2025-05-09 04:05:29,2007-08-21 15:40:54,1.0,19.0,,,
000708.XSHE,2007-08-28,上海证券,,,4,1,2025-05-09 17:26:16,2007-08-31 15:27:52,4.0,,,,
000708.XSHE,2007-10-24,东方证券,19.0000,M06,1,1,2025-05-09 04:05:32,2007-10-25 18:11:07,1.0,19.0,,,
000708.XSHE,2007-10-25,长江证券,19.0000,M06,1,1,2025-05-09 04:05:57,2007-10-25 18:11:07,1.0,19.0,,,
000708.XSHE,2007-11-22,长江证券,,,2,1,2025-05-09 17:26:38,2007-12-05 15:57:12,2.0,,,,
000708.XSHE,2007-12-15,东方证券,19.0000,M06,1,1,2025-05-09 04:05:40,2007-12-24 18:10:44,1.0,19.0,,,
000708.XSHE,2008-01-31,东方证券,,,1,1,2025-05-09 17:26:58,2008-02-04 10:26:30,1.0,,,,
000708.XSHE,2008-02-18,东方证券,,,1,1,2025-05-09 17:26:09,2008-02-19 16:27:37,1.0,,,,
000708.XSHE,2008-03-16,东方证券,16.8000,M06,1,1,2025-05-09 04:05:46,2008-03-17 18:25:44,1.0,16.8,,,
000708.XSHE,2008-03-17,兴业证券,16.0000,M06,2,1,2025-05-09 04:05:17,2008-03-18 17:11:12,2.0,16.0,,,
000708.XSHE,2008-03-17,长江证券,,,2,1,2025-05-09 17:26:35,2008-03-17 18:25:44,2.0,,,,
000708.XSHE,2008-04-03,南京证券,14.1000,M06,2,1,2025-05-09 04:05:49,2008-04-07 17:55:49,2.0,14.1,,,
000708.XSHE,2008-04-10,南京证券,11.8300,M06,2,1,2025-05-09 04:05:27,2008-04-11 17:40:23,2.0,11.83,,,
000708.XSHE,2008-04-14,平安证券,,,2,1,2025-05-09 17:27:42,2008-04-16 15:25:23,2.0,,,,
000708.XSHE,2008-04-22,长江证券,,,2,1,2025-05-09 17:26:05,2008-04-23 18:10:41,2.0,,,,
000708.XSHE,2008-05-20,东方证券,,,1,1,2025-05-09 17:26:57,2008-05-22 17:40:54,1.0,,,,
000708.XSHE,2008-05-28,平安证券,,,2,1,2025-05-09 17:26:37,2008-05-28 17:55:39,2.0,,,,
000708.XSHE,2008-05-30,第一创业证券,,,3,1,2025-05-09 17:26:59,2008-06-06 17:25:42,3.0,,,,
000708.XSHE,2008-06-08,东方证券,,,1,1,2025-05-09 17:27:05,2008-06-10 17:25:46,1.0,,,,
000708.XSHE,2008-06-15,东方证券,,,1,1,2025-05-09 17:27:01,2008-06-16 17:10:41,1.0,,,,
000708.XSHE,2008-06-18,华泰联合,,,3,1,2025-05-09 17:26:11,2008-06-19 17:25:30,3.0,,,,
000708.XSHE,2008-06-19,平安证券,,,2,1,2025-05-09 17:27:43,2008-06-19 17:25:30,2.0,,,,
000708.XSHE,2008-06-22,东方证券,,,1,1,2025-05-09 17:26:10,2008-06-23 17:40:35,1.0,,,,
000708.XSHE,2008-06-23,长江证券,,,2,1,2025-05-09 17:26:38,2008-07-02 16:25:36,2.0,,,,
000708.XSHE,2008-06-27,东方证券,,,1,1,2025-05-09 17:26:06,2008-06-30 08:56:02,1.0,,,,
000708.XSHE,2008-06-29,东方证券,,,1,1,2025-05-09 17:26:30,2008-06-30 09:25:34,1.0,,,,
000708.XSHE,2008-06-30,第一创业证券,,,3,1,2025-05-09 17:27:10,2008-07-11 19:10:26,3.0,,,,
000708.XSHE,2008-07-05,东方证券,,,1,1,2025-05-09 17:27:52,2008-07-07 17:40:39,1.0,,,,
000708.XSHE,2008-07-08,平安证券,,,2,1,2025-05-09 17:26:40,2008-07-09 16:40:36,2.0,,,,
000708.XSHE,2008-07-13,东方证券,,,1,1,2025-05-09 17:26:18,2008-07-14 17:55:31,1.0,,,,
000708.XSHE,2008-07-20,东方证券,,,1,1,2025-05-09 17:27:02,2008-07-21 16:55:25,1.0,,,,
000708.XSHE,2008-07-27,东方证券,,,1,1,2025-05-09 17:26:44,2008-07-28 17:55:32,1.0,,,,
000708.XSHE,2008-07-31,第一创业证券,,,3,1,2025-05-09 17:26:17,2008-08-11 17:40:44,3.0,,,,
000708.XSHE,2008-08-02,东方证券,,,1,1,2025-05-09 17:26:59,2008-08-04 17:40:58,1.0,,,,
000708.XSHE,2008-08-10,东方证券,,,1,1,2025-05-09 17:27:04,2008-08-11 17:40:44,1.0,,,,
000708.XSHE,2008-08-17,东方证券,,,1,1,2025-05-09 17:26:24,2008-08-18 17:11:23,1.0,,,,
000708.XSHE,2008-08-24,东方证券,,,1,1,2025-05-09 17:26:16,2008-08-25 16:56:14,1.0,,,,
000708.XSHE,2008-08-26,平安证券,,,2,1,2025-05-09 17:26:22,2008-08-29 11:10:50,2.0,,,,
000708.XSHE,2008-08-26,东方证券,8.9000,M06,1,1,2025-05-09 04:05:39,2008-08-26 18:10:45,1.0,8.9,,,
000708.XSHE,2008-08-26,长江证券,,,3,1,2025-05-09 17:27:12,2008-08-27 16:11:09,3.0,,,,
000708.XSHE,2008-08-31,东方证券,,,1,1,2025-05-09 17:26:45,2008-09-01 16:56:02,1.0,,,,
000708.XSHE,2008-09-04,东方证券,,,1,1,2025-05-09 17:26:30,2008-09-05 17:47:12,1.0,,,,
000708.XSHE,2008-09-05,东方证券,,,1,1,2025-05-09 17:26:52,2008-09-08 15:47:09,1.0,,,,
000708.XSHE,2008-09-14,东方证券,,,1,1,2025-05-09 17:26:35,2008-09-16 16:32:08,1.0,,,,
000708.XSHE,2008-09-21,东方证券,,,1,1,2025-05-09 17:26:59,2008-09-22 16:31:59,1.0,,,,
000708.XSHE,2008-10-05,东方证券,,,1,1,2025-05-09 17:26:17,2008-10-06 17:17:15,1.0,,,,
000708.XSHE,2008-10-06,第一创业证券,,,3,1,2025-05-09 17:27:41,2008-10-10 17:32:16,3.0,,,,
000708.XSHE,2008-10-08,长江证券,,,3,1,2025-05-09 17:26:33,2008-10-08 17:47:17,3.0,,,,
000708.XSHE,2008-10-12,东方证券,,,1,1,2025-05-09 17:27:17,2008-10-13 16:47:07,1.0,,,,
000708.XSHE,2008-10-14,长江证券,,,3,1,2025-05-09 17:26:41,2008-10-14 16:47:20,3.0,,,,
000708.XSHE,2008-10-19,东方证券,,,1,1,2025-05-09 17:26:38,2008-10-20 14:47:02,1.0,,,,
000708.XSHE,2008-10-21,平安证券,,,2,1,2025-05-09 17:27:08,2008-10-22 17:17:25,2.0,,,,
000708.XSHE,2008-10-26,东方证券,,,1,1,2025-05-09 17:26:08,2008-10-27 16:33:12,1.0,,,,
