order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000400.XSHE,2006-01-08,金元证券,,,2,1,2025-01-10 17:26:57,2006-05-11 17:25:47,2.0,,,,
000400.XSHE,2006-01-12,西南证券,5.5990,,3,1,2025-01-10 17:27:10,2006-01-13 16:29:20,3.0,,,,
000400.XSHE,2006-01-13,国信证券,5.4120,,3,1,2025-01-10 17:26:35,2006-01-13 16:29:20,3.0,,,,
000400.XSHE,2006-01-15,国海证券,5.4120,,3,1,2025-01-10 17:27:14,2006-01-17 17:23:29,3.0,,,,
000400.XSHE,2006-01-23,国泰海通证券,6.0450,,2,1,2025-01-10 17:26:13,2006-01-25 13:47:22,2.0,,,,
000400.XSHE,2006-01-23,中信建投,6.0450,,2,1,2025-01-10 17:26:21,2006-01-24 15:08:24,2.0,,,,
000400.XSHE,2006-01-25,天相投顾,6.1100,,2,1,2025-01-10 17:26:53,2006-02-07 16:03:26,2.0,,,,
000400.XSHE,2006-02-15,长江证券,7.2600,,1,1,2025-01-10 17:26:07,2006-02-15 16:29:29,1.0,,,,
000400.XSHE,2006-02-23,光大证券,,,3,1,2025-01-10 17:25:39,2006-02-24 17:23:11,3.0,,,,
000400.XSHE,2006-02-27,长江证券,,,1,1,2025-01-10 17:26:13,2006-02-27 17:23:44,1.0,,,,
000400.XSHE,2006-03-13,华泰联合,,,3,1,2025-01-10 17:26:49,2006-03-13 16:02:20,3.0,,,,
000400.XSHE,2006-03-20,国泰海通证券,,,2,1,2025-01-10 17:26:39,2006-03-22 15:08:39,2.0,,,,
000400.XSHE,2006-03-27,中信证券,,,1,1,2025-01-10 17:25:37,2006-03-28 17:23:10,1.0,,,,
000400.XSHE,2006-03-29,光大证券,,,3,1,2025-01-10 17:26:47,2006-03-29 17:50:10,3.0,,,,
000400.XSHE,2006-03-30,国都证券,,,3,1,2025-01-10 17:26:11,2006-04-03 18:17:22,3.0,,,,
000400.XSHE,2006-04-02,中信建投,6.5000,M06,2,1,2025-01-10 03:32:54,2006-04-03 18:17:22,2.0,6.5,,,
000400.XSHE,2006-04-06,天相投顾,,,2,1,2025-01-10 17:25:44,2006-04-07 17:23:11,2.0,,,,
000400.XSHE,2006-04-13,兴业证券,,,2,3,2025-01-10 17:26:27,2006-04-13 15:08:17,2.0,,,2.0,
000400.XSHE,2006-04-16,国海证券,,,3,1,2025-01-10 17:25:37,2006-04-19 16:29:30,3.0,,,,
000400.XSHE,2006-04-21,光大证券,,,3,1,2025-01-10 17:27:05,2006-04-25 15:36:31,3.0,,,,
000400.XSHE,2006-04-24,中信证券,8.0000,M06,1,1,2025-01-10 03:32:43,2006-04-25 15:36:31,1.0,8.0,,,
000400.XSHE,2006-04-26,华泰证券,,,2,1,2025-01-10 17:27:18,2006-04-26 16:56:28,2.0,,,,
000400.XSHE,2006-05-09,平安证券,8.6000,M06,2,1,2025-01-10 03:32:49,2006-05-10 17:50:39,2.0,8.6,,,
000400.XSHE,2006-05-09,东北证券,10.5000,M06,2,1,2025-01-10 03:32:52,2006-05-11 17:25:47,2.0,10.5,,,
000400.XSHE,2006-05-10,中信建投,,,2,1,2025-01-10 17:25:59,2006-05-12 16:02:28,2.0,,,,
000400.XSHE,2006-05-10,长江证券,,,1,1,2025-01-10 17:26:40,2006-05-10 14:41:26,1.0,,,,
000400.XSHE,2006-05-14,中信证券,,,1,1,2025-01-10 17:26:29,2006-05-15 17:25:17,1.0,,,,
000400.XSHE,2006-05-16,国泰海通证券,,,1,1,2025-01-10 17:26:47,2006-05-16 17:50:30,1.0,,,,
000400.XSHE,2006-05-17,国泰海通证券,,,2,1,2025-01-10 17:26:39,2006-05-17 16:02:33,2.0,,,,
000400.XSHE,2006-05-26,国信证券,,,3,1,2025-01-10 17:27:32,2006-07-12 15:08:37,3.0,,,,
000400.XSHE,2006-05-29,国都证券,,,1,1,2025-01-10 17:27:08,2006-06-09 13:20:35,1.0,,,,
000400.XSHE,2006-06-01,光大证券,,,3,1,2025-01-10 17:27:07,2006-06-01 09:44:12,3.0,,,,
000400.XSHE,2006-06-12,国都证券,,,1,1,2025-01-10 17:26:18,2006-06-23 16:29:36,1.0,,,,
000400.XSHE,2006-06-19,国泰海通证券,,,2,1,2025-01-10 17:27:38,2006-06-19 20:05:39,2.0,,,,
000400.XSHE,2006-06-21,国都证券,,,2,1,2025-01-10 17:26:42,2006-06-22 19:38:50,2.0,,,,
000400.XSHE,2006-06-27,兴业证券,,,2,1,2025-01-10 17:26:30,2006-06-28 20:59:15,2.0,,,,
000400.XSHE,2006-06-30,中信证券,12.0000,M06,1,1,2025-01-10 03:32:55,2006-06-30 17:50:38,1.0,12.0,,,
000400.XSHE,2006-07-05,光大证券,,,2,1,2025-01-10 17:25:51,2006-07-05 15:36:46,2.0,,,,
000400.XSHE,2006-07-05,平安证券,15.0000,Y01,1,1,2025-01-10 03:33:07,2006-07-06 17:23:19,1.0,,15.0,,
000400.XSHE,2006-07-09,国泰海通证券,,,2,1,2025-01-10 17:26:47,2006-07-11 14:41:40,2.0,,,,
000400.XSHE,2006-07-10,国信证券,,,2,1,2025-01-10 17:27:04,2006-07-10 17:23:12,2.0,,,,
000400.XSHE,2006-07-11,长江证券,,,1,1,2025-01-10 17:26:51,2006-07-11 16:57:30,1.0,,,,
000400.XSHE,2006-07-11,中信证券,13.5000,M06,1,1,2025-01-10 03:33:20,2006-07-11 14:41:40,1.0,13.5,,,
000400.XSHE,2006-07-12,光大证券,12.7500,M06,2,1,2025-01-10 03:32:47,2006-07-13 16:29:30,2.0,12.75,,,
000400.XSHE,2006-07-12,海通证券,13.5000,M06,2,1,2025-01-10 03:33:07,2006-07-13 14:41:28,2.0,13.5,,,
000400.XSHE,2006-07-12,国都证券,,,1,1,2025-01-10 17:26:25,2006-07-13 16:02:41,1.0,,,,
000400.XSHE,2006-07-14,天相投顾,,,2,1,2025-01-10 17:27:15,2006-07-17 16:29:29,2.0,,,,
000400.XSHE,2006-07-20,华泰证券,,,2,1,2025-01-10 17:26:01,2006-07-21 14:14:44,2.0,,,,
000400.XSHE,2006-07-24,平安证券,,,1,1,2025-01-10 17:26:30,2006-07-27 17:25:52,1.0,,,,
000400.XSHE,2006-08-08,中信证券,13.5000,M06,1,1,2025-01-10 03:33:14,2006-08-09 17:40:31,1.0,13.5,,,
000400.XSHE,2006-08-09,长江证券,,,2,3,2025-01-10 17:25:54,2006-08-09 11:10:23,,,,2.0,
000400.XSHE,2006-08-09,东北证券,,,1,1,2025-01-10 17:26:16,2006-08-11 09:40:26,1.0,,,,
000400.XSHE,2006-08-09,国都证券,,,1,1,2025-01-10 17:26:28,2006-08-11 11:10:23,1.0,,,,
000400.XSHE,2006-08-09,华泰证券,,,2,1,2025-01-10 17:26:30,2006-08-09 17:11:35,2.0,,,,
000400.XSHE,2006-08-09,海通证券,12.6000,M06,2,1,2025-01-10 03:33:21,2006-08-10 11:10:23,2.0,12.6,,,
000400.XSHE,2006-08-09,平安证券,15.5000,M06,1,1,2025-01-10 03:33:23,2006-08-09 17:40:31,1.0,15.5,,,
000400.XSHE,2006-08-10,西南证券,,,3,1,2025-01-10 17:25:48,2006-08-10 14:40:34,3.0,,,,
000400.XSHE,2006-08-23,国都证券,,,1,1,2025-01-10 17:26:13,2006-08-25 16:41:47,1.0,,,,
000400.XSHE,2006-09-06,华泰联合,,,3,1,2025-01-10 17:27:20,2006-09-06 15:10:22,3.0,,,,
