order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000776.XSHE,2016-01-04,2015,q4,1,0.0104,106,94.8705,0.0132,123,93.9813,0.0118,211,89.4313,0.0584,72,96.2093,0.1327,52,97.2698,0.0146,47,97.3068,0.0146,89,94.7368,0.0146,183,88.7793,0.0411,135,91.0667,0.088,112,92.3343,0.0074,195.0,90.9893,93.5309,93.7025,0.0,548,69.096,-0.2,1334,19.3587,-0.25,1322,19.6472,0.2698,1037,44.0605,39.3113,67.0834,67.1177
000776.XSHE,2016-01-04,2015,q4,3,0.0104,86,95.8476,0.0132,107,94.7654,0.0118,209,89.5161,0.0584,74,96.1004,0.1327,52,97.2669,0.0146,51,97.0606,0.0146,89,94.7305,0.0146,181,88.8476,0.0411,138,90.83,0.088,110,92.4515,0.0074,200.0,90.7528,93.7164,93.9495,-0.09,1398,20.8499,-0.2,1332,19.2844,-0.25,1316,19.8171,0.2852,1009,45.5135,20.0171,63.6266,63.6732
000776.XSHE,2016-01-04,2016,q4,1,-0.0083,1918,8.7143,-0.0045,1728,16.8512,-0.0094,1530,24.7169,-0.004,1027,46.4509,0.0552,247,87.1137,0.0017,117,93.2401,0.0017,213,87.381,0.0017,386,76.3659,0.0649,191,87.3922,0.1552,123,91.5804,-0.0408,1822.0,14.4669,44.8811,34.3034,0.0,551,69.7137,-0.2,1370,19.4232,-0.25,1356,19.8225,0.2698,1059,44.3451,39.6193,34.5437,32.4281
000776.XSHE,2016-01-04,2016,q4,3,-0.0083,1932,7.96,-0.0045,1739,16.241,-0.0094,1516,25.1852,-0.004,1025,46.4715,0.0552,248,87.0477,0.0017,113,93.4465,0.0017,208,87.6639,0.0017,381,76.5432,0.0649,195,87.0667,0.1552,121,91.6898,-0.0408,1817.0,14.5412,44.8532,34.246,-0.09,1434,20.8287,-0.2,1367,19.3625,-0.25,1347,20.0713,0.2852,1030,45.785,20.0907,31.0866,28.9652
000776.XSHE,2016-01-04,2017,q4,1,0.0198,118,93.8389,0.0198,168,91.0791,0.0198,301,83.4437,-0.0078,1034,38.9119,0.1367,135,91.8193,0.041,51,96.9512,0.041,102,93.6993,0.041,194,87.5644,0.0316,357,74.9648,0.1866,119,91.2786,0.0971,26.0,98.71,76.569,73.4883,0.0,537,68.3589,-0.2,1279,19.5214,-0.25,1260,19.9109,0.2698,999,43.2955,39.1343,65.7423,65.1262
000776.XSHE,2016-01-04,2017,q4,3,0.0198,100,94.7757,0.0198,151,91.9657,0.0198,302,83.3056,-0.0078,1027,38.9286,0.1367,134,91.8455,0.041,55,96.6932,0.041,103,93.621,0.041,199,87.1679,0.0316,358,74.7346,0.1866,120,91.159,0.0971,28.0,98.6003,76.7154,73.7255,-0.09,1330,21.3144,-0.2,1276,19.5076,-0.25,1252,20.2168,0.2852,965,45.165,20.3722,62.5471,61.9491
000776.XSHE,2016-01-05,2015,q4,1,0.0104,103,95.0365,0.0132,109,94.6955,0.0118,221,88.9225,0.0246,180,90.4635,0.1327,53,97.2163,0.0146,38,97.8513,0.0146,85,95.0059,0.0146,185,88.649,0.0411,136,91.0299,0.088,113,92.2598,0.0074,197.0,90.5679,92.176,91.9802,0.0,552,68.8701,-0.2,1329,20.0,-0.25,1320,19.915,0.2527,1196,35.7181,39.531,64.2272,64.188
000776.XSHE,2016-01-05,2015,q4,3,0.0104,103,95.0268,0.0132,111,94.5839,0.0118,228,88.5527,0.0585,74,96.1067,0.1327,53,97.2133,0.0146,44,97.4927,0.0146,88,94.8029,0.0146,182,88.7787,0.0411,139,90.7631,0.088,111,92.3875,0.0074,202.0,90.3133,93.3999,93.5386,-0.09,1395,21.0198,-0.2,1323,19.9758,-0.25,1318,19.7929,0.2678,1150,37.9924,20.3568,61.2431,61.2708
000776.XSHE,2016-01-05,2016,q4,1,-0.0083,1932,8.4834,-0.0045,1739,16.7226,-0.0094,1515,25.4554,-0.0042,1043,45.7856,0.0552,249,87.0157,0.0017,101,94.2197,0.0017,200,88.2249,0.0017,393,75.9214,0.0649,186,87.7646,0.1552,122,91.6436,-0.0408,1830.0,14.212,44.9244,34.2667,0.0,555,69.527,-0.2,1366,20.0351,-0.25,1355,20.0708,0.2527,1224,35.9686,39.839,32.0069,29.8753
000776.XSHE,2016-01-05,2016,q4,3,-0.0083,1936,7.9886,-0.0045,1754,15.7617,-0.0094,1510,25.4815,-0.0042,1029,46.3466,0.0552,249,87.0021,0.0017,104,94.0221,0.0017,205,87.8716,0.0017,394,75.7258,0.0649,194,87.1333,0.1552,122,91.6263,-0.0408,1829.0,14.0977,44.815,34.1998,-0.09,1434,20.9597,-0.2,1359,20.0236,-0.25,1352,19.9645,0.2678,1176,38.2878,20.3862,28.7559,26.6329
