order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
601600.XSHG,2007-04-26,2006,2014-11-14 19:51:31,2014-11-14 19:51:31,64826615000.0,,,,,11841681000.0,,,,,0.9189,,,,44795743000.0,,,,,15011972000.0,,,,,0.3117,,,,,,,,,,,,,,,,,,,,,0.7469,,,,,0.7458,,,,,,,,11340000000.0,11211000000.0,10825000000.0,11297000000.0,0.88,0.87,0.84,0.8766
601600.XSHG,2007-04-27,2006,2012-11-15 06:54:39,2012-11-15 06:54:39,64826615000.0,,,,,11841681000.0,,,,,0.9189,,,,44795743000.0,,,,,15011972000.0,,,,,0.3117,,,,,,,,,,,,,,,,,,,,,0.7469,,,,,0.7458,,,,,2.0,12.82,,11811120668.7774,12958938529.944,13466921689.1179,12193726622.4996,0.9165,1.0056,1.045,0.9462
601600.XSHG,2007-04-30,2006,2011-12-21 00:52:37,2011-12-21 00:52:37,64826615000.0,65261343333.3333,70129230000.0,75885290000.0,66883972222.2222,11841681000.0,11470430000.0,11884383333.3333,12026497500.0,11608414444.4444,0.9189,0.8833,0.9154,0.9231,44795743000.0,55069433333.3333,62102033333.3333,63603000000.0,57375411111.1111,15011972000.0,14558300000.0,18055850000.0,15976200000.0,15724150000.0,0.3117,0.2084,0.1915,0.1891,0.2023,18.2102,20.7953,20.071,19.8338,20.5481,3.3264,3.655,3.4013,3.1433,3.5663,,4.3342,3.8437,3.7503,4.1574,,0.7469,0.0067,0.0746,0.0821,0.0294,0.7458,-0.0314,0.0361,0.012,-0.0093,1.75,16.01,0.894,11479232060.1815,12194875304.4387,12571360114.5407,11717779808.2672,0.8908,0.9463,0.9755,0.9093
601600.XSHG,2007-05-08,2006,2011-12-21 00:52:06,2011-12-21 00:52:06,64826615000.0,65717578728.5714,72225497800.0,81122716660.0,68429211675.0,11841681000.0,11655750699.675,12557212859.475,12729585780.0,12031359932.925,0.9189,0.8886,0.9573,0.9717,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2118,0.2023,0.2001,0.2076,18.1118,20.3541,18.8929,18.6371,19.7187,3.3084,3.61,3.2847,2.9245,3.467,,4.3108,3.8229,3.7301,4.0932,,0.7469,0.0137,0.099,0.1232,0.0496,0.7458,-0.0157,0.0773,0.0137,0.0227,1.75,16.01,0.9172,11585796521.3761,12620838035.2731,13000000014.8281,12017063818.8332,0.8991,0.9794,1.0088,0.9325
601600.XSHG,2007-05-09,2006,2012-11-15 06:54:32,2012-11-15 06:54:32,64826615000.0,65450131387.5,72453560575.0,80777430550.0,68368226882.2917,11841681000.0,11596333955.2667,12505966986.2,12516654816.6667,11975347718.1556,0.9189,0.8857,0.9552,0.9579,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2107,0.2015,0.1968,0.2066,19.0858,21.5586,19.9905,19.9734,20.8762,3.4863,3.8197,3.4505,3.0949,3.6567,,4.5426,4.0285,3.9306,4.3133,,0.7469,0.0096,0.107,0.1149,0.0504,0.7458,-0.0207,0.0784,0.0009,0.0201,1.75,16.01,0.9147,11585811591.0394,12620923575.9996,12999801856.7992,12017108251.4395,0.8991,0.9794,1.0088,0.9325
601600.XSHG,2007-05-10,2006,2012-11-15 06:54:26,2012-11-15 06:54:26,64826615000.0,65296326788.8889,72233439400.0,80777430550.0,68186790376.8519,11841681000.0,11549260559.74,12512562287.58,12516654816.6667,11950636279.6733,0.9189,0.8794,0.9526,0.9579,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2099,0.2016,0.1968,0.2062,18.9284,21.4679,19.8152,19.8087,20.7469,3.4576,3.7971,3.4325,3.0694,3.6362,,4.5052,3.9953,3.8982,4.2777,,0.7469,0.0072,0.1062,0.1183,0.0487,0.7458,-0.0247,0.0834,0.0003,0.0197,1.75,16.01,0.9099,11584330340.2087,12620090288.4739,12996761662.3624,12015896985.3192,0.8989,0.9793,1.0085,0.9324
601600.XSHG,2007-05-11,2006,2012-11-15 06:53:50,2012-11-15 06:53:50,64826615000.0,65296326788.8889,72233439400.0,80777430550.0,68186790376.8519,11841681000.0,11542892054.236,12511480389.968,12512129921.5467,11946470527.4577,0.9189,0.879,0.9526,0.9576,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2097,0.2016,0.1967,0.2061,19.7351,22.3952,20.6615,20.6604,21.6386,3.6049,3.959,3.5787,3.2002,3.7911,,4.6972,4.1655,4.0644,4.46,,0.7469,0.0072,0.1062,0.1183,0.0487,0.7458,-0.0252,0.0839,0.0001,0.0196,1.75,16.01,0.9097,11584343517.6042,12620171915.7375,12996536756.3565,12015938683.4931,0.8989,0.9793,1.0085,0.9324
601600.XSHG,2007-05-14,2006,2011-12-21 00:51:37,2011-12-21 00:51:37,64826615000.0,65296326788.8889,72233439400.0,80777430550.0,68186790376.8519,11841681000.0,11542892054.236,12511480389.968,12512129921.5467,11946470527.4577,0.9189,0.879,0.9526,0.9576,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2097,0.2016,0.1967,0.2061,19.4399,22.0603,20.3525,20.3514,21.315,3.551,3.8998,3.5252,3.1524,3.7344,,4.6269,4.1032,4.0036,4.3933,,0.7469,0.0072,0.1062,0.1183,0.0487,0.7458,-0.0252,0.0839,0.0001,0.0196,1.75,16.01,0.9097,11574744047.4088,12600738223.7428,12996837190.274,12002241620.8813,0.8982,0.9778,1.0086,0.9314
601600.XSHG,2007-05-15,2006,2012-11-15 06:53:43,2012-11-15 06:53:43,64826615000.0,65296326788.8889,72233439400.0,80777430550.0,68186790376.8519,11841681000.0,11542892054.236,12511480389.968,12512129921.5467,11946470527.4577,0.9189,0.879,0.9526,0.9576,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2097,0.2016,0.1967,0.2061,18.3676,20.8434,19.2298,19.2288,20.1393,3.3552,3.6846,3.3308,2.9785,3.5284,,4.3717,3.8769,3.7827,4.151,,0.7469,0.0072,0.1062,0.1183,0.0487,0.7458,-0.0252,0.0839,0.0001,0.0196,1.75,16.01,0.9097,11574752982.9263,12600807219.0764,12996581853.0614,12002275581.3222,0.8982,0.9778,1.0085,0.9314
601600.XSHG,2007-05-16,2006,2012-11-15 06:53:36,2012-11-15 06:53:36,64826615000.0,65296326788.8889,72233439400.0,80777430550.0,68186790376.8519,11841681000.0,11542892054.236,12511480389.968,12512129921.5467,11946470527.4577,0.9189,0.879,0.9526,0.9576,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2097,0.2016,0.1967,0.2061,18.8103,21.3458,19.6933,19.6922,20.6247,3.436,3.7734,3.4111,3.0503,3.6135,,4.4771,3.9703,3.8739,4.251,,0.7469,0.0072,0.1062,0.1183,0.0487,0.7458,-0.0252,0.0839,0.0001,0.0196,1.75,16.01,0.9097,11574762523.4935,12600878758.7376,12996320703.5685,12002310954.8452,0.8982,0.9778,1.0085,0.9314
601600.XSHG,2007-05-17,2006,2012-11-15 06:53:29,2012-11-15 06:53:29,64826615000.0,65296326788.8889,72233439400.0,80777430550.0,68186790376.8519,11841681000.0,11542892054.236,12511480389.968,12512129921.5467,11946470527.4577,0.9189,0.879,0.9526,0.9576,44795743000.0,55034100000.0,62058033333.3333,63603000000.0,57960738888.8889,15011972000.0,12064772975.0,17905085075.0,17100505200.0,14498236350.0,0.3117,0.2097,0.2016,0.1967,0.2061,18.8693,21.4128,19.7551,19.754,20.6894,3.4468,3.7853,3.4218,3.0598,3.6248,,4.4911,3.9828,3.8861,4.2644,,0.7469,0.0072,0.1062,0.1183,0.0487,0.7458,-0.0252,0.0839,0.0001,0.0196,1.75,16.01,0.9097,11574771653.8681,12600950045.3759,12996052704.6743,12002345983.663,0.8982,0.9778,1.0085,0.9314
