order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000528.XSHE,2006-01-04,国信证券,,,2,1,2024-06-20 17:41:46,2006-01-05 16:29:38,2.0,,,,
000528.XSHE,2006-01-05,国信证券,8.3550,,1,1,2024-06-20 17:42:22,2006-01-05 16:29:38,1.0,,,,
000528.XSHE,2006-01-09,中关村证券,6.2260,,3,1,2024-06-20 17:42:17,2006-01-09 15:35:53,3.0,,,,
000528.XSHE,2006-01-15,兴业证券,8.5650,,1,1,2024-06-20 17:40:27,2006-01-16 17:51:25,1.0,,,2.0,
000528.XSHE,2006-01-23,国泰海通证券,7.8650,,2,1,2024-06-20 17:41:29,2006-01-25 13:47:22,2.0,,,,
000528.XSHE,2006-01-23,国金证券,7.8650,,2,1,2024-06-20 17:41:58,2006-01-23 16:29:22,2.0,,,,
000528.XSHE,2006-02-10,国金证券,7.8650,,2,1,2024-06-20 17:40:04,2006-02-10 15:36:36,2.0,,,,
000528.XSHE,2006-02-10,兴业证券,7.8650,,2,3,2024-06-20 17:40:59,2006-02-13 17:50:31,1.0,,,2.0,
000528.XSHE,2006-02-17,兴业证券,,,1,1,2024-06-20 17:39:43,2006-02-20 17:52:33,1.0,,,2.0,
000528.XSHE,2006-02-21,光大证券,,,1,1,2024-06-20 17:40:09,2006-02-27 11:32:11,1.0,,,,
000528.XSHE,2006-02-28,国金证券,,,2,1,2024-06-20 17:42:40,2006-02-28 17:23:19,2.0,,,,
000528.XSHE,2006-03-06,东方证券,,,3,1,2024-06-20 17:42:29,2006-03-10 11:32:24,3.0,,,,
000528.XSHE,2006-03-23,湘财证券,,,2,1,2024-06-20 17:40:08,2006-03-23 17:50:48,2.0,,,,
000528.XSHE,2006-03-23,申万宏源,,,2,1,2024-06-20 17:40:33,2006-03-29 16:56:09,2.0,,,,
000528.XSHE,2006-03-23,国信证券,,,1,1,2024-06-20 17:42:11,2006-03-23 16:57:21,1.0,,,,
000528.XSHE,2006-03-28,国金证券,,,2,1,2024-06-20 17:39:24,2006-03-29 13:47:07,2.0,,,,
000528.XSHE,2006-03-29,中信建投,9.0000,M06,1,1,2024-06-20 04:58:06,2006-03-30 15:08:10,1.0,9.0,,,
000528.XSHE,2006-03-29,中金公司,,,3,1,2024-06-20 17:41:50,2006-03-29 17:50:10,3.0,,,,
000528.XSHE,2006-03-29,国金证券,7.1650,M06,2,1,2024-06-20 04:58:35,2006-03-29 16:56:09,2.0,7.165,,,
000528.XSHE,2006-04-04,中信建投,,,1,1,2024-06-20 17:39:31,2006-04-20 17:50:35,1.0,,,,
000528.XSHE,2006-04-04,招商证券,,,2,1,2024-06-20 17:40:23,2006-04-05 16:29:12,2.0,,,,
000528.XSHE,2006-04-06,天相投顾,,,2,1,2024-06-20 17:40:11,2006-04-07 18:17:21,2.0,,,,
000528.XSHE,2006-04-13,兴业证券,,,2,1,2024-06-20 17:39:27,2006-04-13 15:08:17,2.0,,,2.0,
000528.XSHE,2006-04-20,招商证券,,,2,1,2024-06-20 17:40:02,2006-04-21 18:17:21,2.0,,,,
000528.XSHE,2006-04-20,中金公司,,,3,1,2024-06-20 17:40:35,2006-04-20 16:02:30,3.0,,,,
000528.XSHE,2006-04-25,中信建投,,,1,1,2024-06-20 17:39:26,2006-04-26 16:29:22,1.0,,,,
000528.XSHE,2006-05-16,国泰海通证券,,,2,1,2024-06-20 17:42:52,2006-05-16 17:50:30,2.0,,,,
000528.XSHE,2006-05-17,海通证券,,,2,1,2024-06-20 17:39:37,2006-05-25 11:32:49,2.0,,,,
000528.XSHE,2006-05-22,国信证券,,,1,1,2024-06-20 17:40:11,2006-07-12 15:08:37,1.0,,,,
000528.XSHE,2006-05-22,中信证券,,,1,1,2024-06-20 17:41:59,2006-05-22 16:02:35,1.0,,,,
000528.XSHE,2006-05-23,中金财富,8.5000,M06,2,1,2024-06-20 04:58:12,2006-05-26 15:08:43,2.0,8.5,,,
000528.XSHE,2006-06-14,招商证券,,,2,1,2024-06-20 17:42:26,2006-06-15 17:24:37,2.0,,,,
000528.XSHE,2006-06-16,海通证券,,,2,1,2024-06-20 17:42:45,2006-06-21 16:58:28,2.0,,,,
000528.XSHE,2006-06-30,民族证券,,,3,1,2024-06-20 17:41:16,2006-07-13 16:29:30,3.0,,,,
000528.XSHE,2006-06-30,中金公司,,,3,1,2024-06-20 17:41:38,2006-07-03 16:29:12,3.0,,,,
000528.XSHE,2006-06-30,海通证券,9.3000,M06,1,1,2024-06-20 04:58:24,2006-06-30 20:32:31,1.0,9.3,,,
000528.XSHE,2006-07-03,天相投顾,,,2,1,2024-06-20 17:40:25,2006-07-03 17:23:13,2.0,,,,
000528.XSHE,2006-07-12,国泰海通证券,,,1,1,2024-06-20 17:42:43,2006-07-14 14:41:27,1.0,,,,
000528.XSHE,2006-07-13,招商证券,,,2,1,2024-06-20 17:39:48,2006-07-17 14:14:57,2.0,,,,
000528.XSHE,2006-07-26,中信证券,,,1,1,2024-06-20 17:42:04,2006-07-26 16:29:32,1.0,,,,
000528.XSHE,2006-08-09,中信建投,,,2,1,2024-06-20 17:42:35,2006-09-01 15:41:24,2.0,,,,
000528.XSHE,2006-08-11,天相投顾,,,2,1,2024-06-20 17:41:45,2006-09-13 16:10:24,2.0,,,,
000528.XSHE,2006-08-15,光大证券,,,2,1,2024-06-20 17:40:13,2006-08-16 11:40:22,2.0,,,,
000528.XSHE,2006-08-15,国金证券,,,2,1,2024-06-20 17:42:45,2006-08-15 17:10:58,2.0,,,,
000528.XSHE,2006-08-21,中信证券,,,1,1,2024-06-20 17:39:33,2006-08-22 16:10:27,1.0,,,,
000528.XSHE,2006-08-25,招商证券,,,2,1,2024-06-20 17:41:29,2006-08-26 11:40:29,2.0,,,,
000528.XSHE,2006-08-28,国金证券,,,2,1,2024-06-20 17:40:15,2006-08-28 17:11:17,2.0,,,,
000528.XSHE,2006-09-22,中金财富,,,1,1,2024-06-20 17:40:32,2006-10-16 16:10:35,1.0,,,,
000528.XSHE,2006-10-09,华泰联合,,,2,1,2024-06-20 17:42:47,2006-10-10 13:40:43,2.0,,,,
000528.XSHE,2006-10-10,东方证券,,,2,1,2024-06-20 17:40:22,2006-10-10 17:41:56,2.0,,,,
000528.XSHE,2006-10-10,华泰证券,8.8950,M06,2,1,2024-06-20 04:58:37,2006-10-10 17:41:56,2.0,8.895,,,
000528.XSHE,2006-10-13,中银国际证券,13.0000,M06,2,1,2024-06-20 04:58:24,2006-10-14 12:10:35,2.0,13.0,,,
000528.XSHE,2006-10-16,中银国际证券,12.7800,M06,2,1,2024-06-20 04:58:13,2006-10-17 11:10:45,2.0,12.78,,,
000528.XSHE,2006-10-25,中信建投,,,1,1,2024-06-20 17:42:53,2006-10-27 14:40:48,1.0,,,,
000528.XSHE,2006-10-27,海通证券,15.1500,M06,2,1,2024-06-20 04:58:06,2006-10-27 17:11:11,2.0,15.15,,,
000528.XSHE,2006-10-29,国泰海通证券,,,1,1,2024-06-20 17:39:11,2006-10-30 16:40:50,1.0,,,,
000528.XSHE,2006-10-30,国金证券,,,2,1,2024-06-20 17:40:12,2006-10-30 17:43:37,2.0,,,,
000528.XSHE,2006-10-30,长江证券,,,1,1,2024-06-20 17:40:25,2006-10-30 15:10:39,1.0,,,,
000528.XSHE,2006-10-30,天相投顾,,,2,1,2024-06-20 17:41:53,2006-10-31 17:10:49,2.0,,,,
000528.XSHE,2006-10-30,海通证券,15.1500,M06,1,1,2024-06-20 04:58:30,2006-10-31 15:40:49,1.0,15.15,,,
000528.XSHE,2006-10-31,中银国际证券,14.8400,M06,2,1,2024-06-20 04:58:38,2006-11-01 15:10:25,2.0,14.84,,,
000528.XSHE,2006-11-06,国泰海通证券,,,1,1,2024-06-20 17:40:19,2006-11-06 14:41:00,1.0,,,,
000528.XSHE,2006-11-17,光大证券,,,1,1,2024-06-20 17:40:24,2006-11-22 16:10:33,1.0,,,,
000528.XSHE,2006-11-21,国泰海通证券,15.0000,M06,1,1,2024-06-20 04:58:19,2006-11-22 16:10:33,1.0,15.0,,,
