order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000060.XSHE,2016-01-04,2015,q4,1,0.0,375,81.7294,0.0,465,77.109,-0.0046,1482,25.4655,-0.0088,1284,31.5003,-0.0459,1181,36.8308,0.0,119,93.0913,0.0,207,87.6794,0.0,345,78.7916,-0.0871,1368,8.8667,-0.3509,1418,2.1409,-0.0045,1526.0,29.1686,46.3168,44.3676,0.1,358,79.8305,0.0,637,61.5245,-0.3,1395,15.2068,0.4128,354,80.9395,59.5834,54.2125,53.8226
000060.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,0.0,433,78.6667,-0.0046,1478,25.5544,-0.0088,1270,32.2115,-0.0459,1176,37.0311,0.0,108,93.7096,0.0,199,88.1437,0.0,344,78.7485,-0.0871,1355,9.3708,-0.3509,1414,2.1468,-0.0045,1518.0,29.5074,47.0081,45.1541,0.1,363,79.4901,0.0,622,62.3408,-0.3,1389,15.3659,0.4128,390,78.973,59.8055,53.9068,53.536
000060.XSHE,2016-01-04,2016,q4,1,0.0,484,77.0,0.0,581,72.0751,0.0021,587,71.1472,0.0111,476,75.2088,-0.0116,962,49.6595,0.0,125,92.7739,0.0,232,86.25,0.0,409,74.954,-0.0455,1195,20.7697,-0.3217,1414,2.4845,-0.0515,1881.0,11.6956,67.8795,70.9878,0.1,361,80.1762,0.0,643,62.2131,-0.3,1432,15.3254,0.4128,360,81.1152,60.0208,53.4233,54.045
000060.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,0.0,541,73.9759,0.0021,565,72.1481,0.0111,479,75.0131,-0.0116,955,49.9738,0.0,121,92.9783,0.0,224,86.7104,0.0,405,75.0617,-0.0455,1179,21.4667,-0.3217,1408,2.5623,-0.0515,1884.0,11.3882,68.6948,71.9295,0.1,366,79.8343,0.0,627,63.046,-0.3,1423,15.5582,0.4128,396,79.1886,60.2638,52.9648,53.6117
000060.XSHE,2016-01-04,2017,q4,1,0.0,346,81.8325,0.0,433,76.9231,0.0956,70,96.1921,0.0956,117,93.1402,-0.0958,1374,16.1783,0.0,123,92.561,0.0,230,85.7143,0.0,402,74.1624,0.0,545,61.744,-0.2973,1304,3.6955,-0.0987,1867.0,3.7152,78.3034,81.9854,0.1,348,79.5159,0.0,618,61.1461,-0.3,1334,15.2036,0.4128,339,80.7955,59.3055,52.875,53.6114
000060.XSHE,2016-01-04,2017,q4,3,0.0,295,84.4855,0.0,397,78.7895,0.0956,72,96.0621,0.0956,115,93.2143,-0.0958,1366,16.309,0.0,116,92.9577,0.0,222,86.1789,0.0,401,74.0765,0.0,545,61.5004,-0.2973,1294,3.9376,-0.0987,1861.0,3.577,78.8423,82.6203,0.1,353,79.1593,0.0,603,61.9949,-0.3,1326,15.4974,0.4128,373,78.8396,59.5612,52.4057,53.1613
000060.XSHE,2016-01-05,2015,q4,1,0.0,352,82.9197,0.0,438,78.5363,-0.0046,1457,26.6868,-0.0088,1290,31.3266,-0.0459,1184,36.6702,0.0,104,94.0186,0.0,193,88.585,0.0,351,78.4084,-0.0871,1378,8.505,-0.3509,1417,2.1424,-0.0043,1442.0,30.6545,46.9226,45.0703,0.1,370,79.1525,0.0,632,61.988,-0.3,1393,15.4827,0.4662,327,82.4637,59.5527,55.2305,54.8601
000060.XSHE,2016-01-05,2015,q4,3,0.0,372,81.9113,0.0,441,78.3358,-0.0046,1467,26.0716,-0.0088,1285,31.52,-0.0459,1179,36.8703,0.0,106,93.8776,0.0,196,88.3513,0.0,348,78.4873,-0.0871,1356,9.3039,-0.3509,1415,2.1453,-0.0043,1438.0,30.747,46.7449,44.8228,0.1,376,78.7535,0.0,629,61.9855,-0.3,1389,15.4689,0.4662,348,81.2736,59.3894,54.833,54.4486
000060.XSHE,2016-01-05,2016,q4,1,0.0,454,78.5308,0.0,574,72.5443,0.0021,599,70.5564,0.0111,480,75.078,-0.0116,963,49.6335,0.0,111,93.6416,0.0,218,87.1598,0.0,415,74.57,-0.0455,1217,19.5767,-0.3217,1413,2.4862,-0.0514,1889.0,11.4447,67.9099,71.0156,0.1,373,79.538,0.0,639,62.6245,-0.3,1431,15.5844,0.4662,332,82.6702,59.9819,53.8128,54.434
000060.XSHE,2016-01-05,2016,q4,3,0.0,453,78.5069,0.0,557,73.2821,0.0021,592,70.8148,0.0111,478,75.1044,-0.0116,961,49.6855,0.0,112,93.5577,0.0,223,86.8014,0.0,416,74.3669,-0.0455,1183,21.2,-0.3217,1409,2.5606,-0.0514,1888.0,11.3252,68.1406,71.2514,0.1,379,79.1506,0.0,636,62.6031,-0.3,1426,15.5806,0.4662,353,81.5126,59.8176,53.443,54.0651
000060.XSHE,2016-01-05,2017,q4,1,0.0,328,82.8885,0.0,440,76.6861,0.0956,70,96.1942,0.0956,115,93.2902,-0.0958,1376,16.2607,0.0,114,93.1763,0.0,212,86.935,0.0,412,73.518,0.0,544,62.028,-0.2973,1304,3.6955,-0.0987,1872.0,3.9034,78.4521,82.0975,0.1,361,78.7986,0.0,615,61.577,-0.3,1336,15.3992,0.4662,314,82.3064,59.2301,53.3994,54.1285
000060.XSHE,2016-01-05,2017,q4,3,0.0,344,81.9948,0.0,447,76.226,0.0956,72,96.0643,0.0956,117,93.1239,-0.0958,1370,16.3203,0.0,110,93.3859,0.0,215,86.6667,0.0,414,73.234,0.0,549,61.2447,-0.2973,1296,3.9318,-0.0987,1862.0,3.874,78.2051,81.8332,0.1,367,78.3816,0.0,612,61.5723,-0.3,1331,15.4482,0.4662,335,81.0765,59.0712,52.9404,53.666
000060.XSHE,2016-01-06,2015,q4,1,0.0,357,82.777,0.0,451,77.9951,-0.0046,1455,27.008,-0.0088,1298,31.1936,-0.0459,1185,36.887,0.0,91,94.7977,0.0,185,89.0995,0.0,353,78.2984,-0.0871,1382,8.6036,-0.3509,1424,2.0647,-0.004,1444.0,30.99,46.9353,45.0259,0.1,380,78.6959,0.0,643,61.6258,-0.3,1401,15.5609,0.3642,512,72.7612,59.2409,52.3606,51.9787
000060.XSHE,2016-01-06,2015,q4,3,0.0,365,82.3558,0.0,439,78.5819,-0.0046,1457,26.7974,-0.0088,1294,31.2965,-0.0459,1182,36.9797,0.0,95,94.5444,0.0,185,89.0736,0.0,356,78.005,-0.0871,1360,9.2184,-0.3509,1417,2.0747,-0.004,1443.0,30.8061,46.9791,45.0781,0.1,388,78.1849,0.0,634,62.0504,-0.3,1394,15.729,0.3642,522,72.139,59.2399,52.1273,51.7471
000060.XSHE,2016-01-06,2016,q4,1,0.0,441,79.2257,0.0,588,71.9407,0.0021,606,70.2264,0.0111,485,74.8571,-0.0116,960,49.8693,0.0,106,93.9586,0.0,211,87.6179,0.0,420,74.2787,-0.0455,1223,19.4993,-0.3217,1420,2.4072,-0.0512,1901.0,11.2979,67.7686,70.8227,0.1,384,78.9791,0.0,650,62.1795,-0.3,1435,15.6471,0.3642,523,72.8408,59.5929,50.7139,51.3247
