order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000425.XSHE,2006-01-13,西南证券,4.5760,,2,1,2024-07-03 17:28:06,2006-01-17 10:38:23,2.0,,,,
000425.XSHE,2006-01-24,西南证券,3.6630,,3,1,2024-07-03 17:28:27,2006-01-24 16:29:28,3.0,,,,
000425.XSHE,2006-03-23,湘财证券,,,2,1,2024-07-03 17:28:00,2006-03-23 17:50:48,2.0,,,,
000425.XSHE,2006-04-04,中信建投,,,3,1,2024-07-03 17:28:24,2006-04-20 17:50:35,3.0,,,,
000425.XSHE,2006-04-25,中信建投,,,3,1,2024-07-03 17:28:20,2006-04-26 16:29:22,3.0,,,,
000425.XSHE,2006-04-25,中原证券,,,3,1,2024-07-03 17:28:44,2006-04-27 11:05:37,3.0,,,2.0,
000425.XSHE,2006-08-09,中信建投,,,3,1,2024-07-03 17:28:56,2006-09-01 15:41:24,3.0,,,,
000425.XSHE,2006-10-25,中信建投,,,3,1,2024-07-03 17:29:14,2006-10-27 14:40:48,3.0,,,,
000425.XSHE,2007-07-27,上海证券,,,3,1,2024-07-03 17:28:24,2007-07-31 14:58:04,3.0,,,,
000425.XSHE,2007-09-13,中银国际证券,21.0000,M06,3,1,2024-07-03 05:28:21,2007-09-14 13:55:41,3.0,21.0,,,
000425.XSHE,2007-10-08,上海证券,,,3,1,2024-07-03 17:29:08,2007-10-10 17:25:55,3.0,,,,
000425.XSHE,2007-11-28,上海证券,,,3,1,2024-07-03 17:28:34,2008-01-04 17:43:32,3.0,,,,
000425.XSHE,2007-12-14,西南证券,,,3,1,2024-07-03 17:29:27,2007-12-14 15:56:50,3.0,,,,
000425.XSHE,2008-01-07,中银国际证券,,,3,1,2024-07-03 17:29:27,2008-01-08 17:57:16,3.0,,,,
000425.XSHE,2008-03-20,中银国际证券,,,3,1,2024-07-03 17:29:30,2008-03-21 17:56:03,3.0,,,,
000425.XSHE,2008-04-15,中银国际证券,,,3,1,2024-07-03 17:28:10,2008-04-15 17:55:37,3.0,,,,
