order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000425.XSHE,2016-01-04,2016,q4,1,,2101,,,2078,,,2032,,,1917,,0.0378,322,83.1849,,1717,,,1681,,,1630,,,1508,,,1450,,0.0,598.0,71.9587,,,,1817,,,1700,,,1691,,,1902,,,,
000425.XSHE,2016-01-04,2016,q4,3,,2099,,,2076,,,2026,,,1914,,0.0378,323,83.1148,,1710,,,1679,,,1621,,,1501,,,1445,,0.0,609.0,71.3882,,,,1811,,,1695,,,1685,,,1899,,,,
000425.XSHE,2016-01-05,2016,q4,1,,2111,,,2088,,,2032,,,1923,,0.0378,328,82.8796,,1731,,,1691,,,1629,,,1513,,,1449,,0.0,612.0,71.3415,,,,1819,,,1708,,,1695,,,1911,,,,
000425.XSHE,2016-01-05,2016,q4,3,,2104,,,2082,,,2026,,,1917,,0.0378,325,83.0189,,1724,,,1683,,,1620,,,1501,,,1446,,0.0,617.0,71.0526,,,,1814,,,1699,,,1689,,,1905,,,,
000425.XSHE,2016-01-06,2016,q4,1,0.0,441,79.2257,,2093,,,2033,,,1926,,0.0378,333,82.6451,,1739,,,1697,,,1630,,,1519,,,1455,,0.0,614.0,71.3819,,,,1823,,,1717,,,1701,,,1923,,,,
000425.XSHE,2016-01-06,2016,q4,3,0.0,448,78.8252,,2091,,,2027,,,1919,,0.0378,333,82.6178,,1732,,,1693,,,1621,,,1504,,,1448,,0.0,618.0,71.0465,,,,1818,,,1711,,,1696,,,1917,,,,
000425.XSHE,2016-01-07,2016,q4,1,0.0,434,79.5755,,2096,,,2045,,,1926,,0.0378,334,82.5928,,1744,,,1702,,,1637,,,1519,,,1456,,0.0,616.0,71.3153,,,,1834,,,1712,,,1699,,,1919,,,,
000425.XSHE,2016-01-07,2016,q4,3,0.0,441,79.206,,2093,,,2032,,,1919,,0.0378,333,82.6178,,1737,,,1697,,,1628,,,1505,,,1450,,0.0,615.0,71.2143,,,,1823,,,1708,,,1694,,,1914,,,,
000425.XSHE,2016-01-08,2016,q4,1,0.0,444,79.1431,,2101,,,2046,,,1927,,0.0378,317,83.4208,,1752,,,1710,,,1643,,,1521,,,1452,,0.0,618.0,71.289,,,,1840,,,1715,,,1695,,,1925,,,,
000425.XSHE,2016-01-08,2016,q4,3,0.0,445,79.0763,,2098,,,2043,,,1920,,0.0378,324,83.0446,,1746,,,1702,,,1633,,,1508,,,1450,,0.0,620.0,71.1287,,,,1833,,,1711,,,1693,,,1922,,,,
