order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
000933.XSHE,2005-01-04,2003,2011-09-09 10:21:48,2011-09-09 10:21:48,806276548.2,1198821150.0,1279372500.0,,,162896002.68,314554117.6471,333790666.6667,312500000.0,332016444.4445,0.0969,0.2518,0.6676,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.9158,11.3494,10.6953,11.424,11.2919,4.4278,2.9779,2.7904,,2.9613,2.676,,,,,0.4982,0.125,0.4869,0.0672,,,0.4503,0.931,0.0612,-0.0638,0.0502,2.1,1.52,0.6641,320623009.0824,347016910.5436,312500000.0,344140501.3316,0.1909,0.2066,0.186,0.2049
000933.XSHE,2005-01-05,2003,2012-11-17 05:49:11,2012-11-17 05:49:11,806276548.2,1198821150.0,1279372500.0,,,162896002.68,314554117.6471,333790666.6667,312500000.0,332016444.4445,0.0969,0.2518,0.6676,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.5628,11.1666,10.5231,11.24,11.11,4.3564,2.93,2.7455,,2.9136,2.6329,,,,,0.4902,0.125,0.4869,0.0672,,,0.4503,0.931,0.0612,-0.0638,0.0502,2.1,1.52,0.6641,320622498.5287,347041361.6845,312500000.0,344162914.8775,0.1909,0.2066,0.186,0.2049
000933.XSHE,2005-01-06,2003,2012-11-17 05:49:05,2012-11-17 05:49:05,806276548.2,1198821150.0,1279372500.0,,,162896002.68,314554117.6471,333790666.6667,312500000.0,332016444.4445,0.0969,0.2518,0.6676,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.5475,11.1587,10.5156,11.232,11.1021,4.3533,2.9279,2.7435,,2.9116,2.631,,,,,0.4898,0.125,0.4869,0.0672,,,0.4503,0.931,0.0612,-0.0638,0.0502,2.1,1.52,0.6641,320621975.2265,347066443.5561,397667955.4883,351283236.2171,0.1909,0.2066,0.2368,0.2091
000933.XSHE,2005-01-07,2003,2012-11-17 05:48:59,2012-11-17 05:48:59,806276548.2,1198821150.0,1279372500.0,,,162896002.68,314554117.6471,333790666.6667,312500000.0,332016444.4445,0.0969,0.2518,0.6676,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,20.8415,10.7931,10.171,10.864,10.7383,4.2107,2.8319,2.6536,,2.8162,2.5448,,,,,0.4738,0.125,0.4869,0.0672,,,0.4503,0.931,0.0612,-0.0638,0.0502,2.09,1.5,0.6641,323473974.4231,351292740.1263,397935558.4766,355179641.6555,0.1926,0.2091,0.2369,0.2114
000933.XSHE,2005-01-10,2003,2011-09-09 10:20:36,2011-09-09 10:20:36,806276548.2,1198821150.0,1279372500.0,,,162896002.68,314554117.6471,333790666.6667,312500000.0,332016444.4445,0.0969,0.2518,0.6676,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.1638,10.96,10.3283,11.032,10.9044,4.2758,2.8757,2.6947,,2.8597,2.5841,,,,,0.4811,0.125,0.4869,0.0672,,,0.4503,0.931,0.0612,-0.0638,0.0502,2.09,1.5,0.6641,322277427.1103,350920899.7523,401762128.0718,355157668.7789,0.1919,0.2089,0.2392,0.2114
000933.XSHE,2005-01-11,2003,2012-11-17 05:48:54,2012-11-17 05:48:54,806276548.2,1198821150.0,1279372500.0,,,162896002.68,321713750.0,347835384.6154,312500000.0,344890769.2308,0.0969,0.2601,0.6957,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,20.8876,10.5762,9.7819,10.888,10.5051,4.22,2.8382,2.6595,,2.8224,2.5504,,,,,0.4748,0.125,0.4869,0.0672,,,0.4503,0.975,0.0812,-0.1016,0.0648,2.1,1.48,0.6898,322286580.4957,361128637.9256,402048465.3334,364538623.5429,0.1919,0.215,0.2393,0.217
000933.XSHE,2005-01-12,2003,2012-11-17 05:48:50,2012-11-17 05:48:50,806276548.2,1198821150.0,1279372500.0,,,162896002.68,321713750.0,347835384.6154,312500000.0,344890769.2308,0.0969,0.2601,0.6957,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.3326,10.8015,9.9904,11.12,10.7289,4.3099,2.8987,2.7162,,2.8825,2.6048,,,,,0.485,0.125,0.4869,0.0672,,,0.4503,0.975,0.0812,-0.1016,0.0648,2.1,1.48,0.6898,322296003.2471,361203900.7206,402342371.387,364632106.6095,0.1919,0.215,0.2395,0.2171
000933.XSHE,2005-01-13,2003,2012-11-17 05:48:29,2012-11-17 05:48:29,806276548.2,1198821150.0,1279372500.0,,,162896002.68,321713750.0,347835384.6154,312500000.0,344890769.2308,0.0969,0.2601,0.6957,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.9465,11.1124,10.2779,11.44,11.0377,4.434,2.9821,2.7943,,2.9655,2.6797,,,,,0.4989,0.125,0.4869,0.0672,,,0.4503,0.975,0.0812,-0.1016,0.0648,2.1,1.48,0.6898,322305671.1042,361281285.7417,402644206.252,364728195.7842,0.1919,0.2151,0.2397,0.2171
000933.XSHE,2005-01-14,2003,2012-11-17 05:48:24,2012-11-17 05:48:24,806276548.2,1198821150.0,1279372500.0,,,162896002.68,321713750.0,347835384.6154,312500000.0,344890769.2308,0.0969,0.2601,0.6957,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.8084,11.0424,10.2132,11.368,10.9682,4.4061,2.9633,2.7768,,2.9468,2.6628,,,,,0.4958,0.125,0.4869,0.0672,,,0.4503,0.975,0.0812,-0.1016,0.0648,2.18,1.45,0.6898,322173792.2369,360743973.4443,402954235.3257,364261495.2678,0.1918,0.2148,0.2399,0.2168
000933.XSHE,2005-01-17,2003,2011-09-09 10:19:29,2011-09-09 10:19:29,806276548.2,1198821150.0,1279372500.0,,,162896002.68,320948125.0,348877692.3077,312500000.0,345846217.9487,0.0969,0.2597,0.6978,0.625,1161055573.09,,,,,308471606.24,,,,,0.1399,,,,,21.8084,11.0688,10.1827,11.368,10.9891,4.4061,2.9633,2.7768,,2.9468,2.6628,,,,,0.4958,0.125,0.4869,0.0672,,,0.4503,0.9703,0.087,-0.1043,0.0698,2.2,1.42,0.6917,322395764.1148,360994269.0826,403212671.8602,364512469.3141,0.1919,0.2149,0.2401,0.2169
