order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,half_year_recommendation,one_year_recommendation
000768.XSHE,2006-01-08,湘财证券,6.0840,,2,1,2024-06-21 17:44:58,2006-01-12 14:14:19,2.0,,,,
000768.XSHE,2006-02-15,长江证券,5.5440,,3,1,2024-06-21 17:42:20,2006-02-15 16:29:29,3.0,,,,
000768.XSHE,2006-04-08,华泰联合,,,2,1,2024-06-21 17:44:15,2006-04-10 16:56:18,2.0,,,,
000768.XSHE,2006-04-09,国金证券,,,2,1,2024-06-21 17:38:30,2006-04-10 14:41:10,2.0,,,,
000768.XSHE,2006-04-14,国金证券,7.5500,M06,2,1,2024-06-21 05:49:35,2006-04-17 15:08:24,2.0,7.55,,,
000768.XSHE,2006-04-25,中原证券,,,2,3,2024-06-21 17:39:23,2006-04-27 13:47:21,2.0,,,,2.0
000768.XSHE,2006-04-28,中信建投,6.6800,M06,2,1,2024-06-21 05:48:34,2006-05-08 15:08:20,2.0,6.68,,,
000768.XSHE,2006-05-09,中原证券,,,3,1,2024-06-21 17:39:23,2006-05-11 13:47:22,3.0,,,,2.0
000768.XSHE,2006-05-11,国海证券,,,2,1,2024-06-21 17:40:08,2006-06-09 17:24:27,2.0,,,,
000768.XSHE,2006-05-15,中原证券,,,3,1,2024-06-21 17:40:58,2006-05-19 17:50:43,3.0,,,,2.0
000768.XSHE,2006-06-01,国金证券,,,2,1,2024-06-21 17:40:02,2006-06-02 10:38:14,2.0,,,,
000768.XSHE,2006-06-08,华泰联合,,,3,1,2024-06-21 17:38:44,2006-06-09 13:20:35,3.0,,,,
000768.XSHE,2006-06-09,国都证券,,,1,1,2024-06-21 17:38:48,2006-06-23 16:29:36,1.0,,,,
000768.XSHE,2006-06-12,国海证券,,,3,1,2024-06-21 17:39:29,2006-06-13 14:15:02,3.0,,,,
000768.XSHE,2006-06-16,国金证券,,,2,1,2024-06-21 17:44:08,2006-06-19 20:05:39,2.0,,,,
000768.XSHE,2006-06-26,中原证券,,,3,1,2024-06-21 17:40:00,2006-06-30 20:05:24,3.0,,,,
000768.XSHE,2006-06-30,民族证券,,,4,1,2024-06-21 17:42:10,2006-07-13 16:29:30,4.0,,,,
000768.XSHE,2006-07-07,国金证券,,,2,1,2024-06-21 17:41:25,2006-07-08 11:05:13,2.0,,,,
000768.XSHE,2006-07-20,长江证券,,,2,1,2024-06-21 17:39:51,2006-07-20 14:14:29,2.0,,,,
000768.XSHE,2006-07-25,天相投顾,,,2,1,2024-06-21 17:38:21,2006-07-25 14:41:22,2.0,,,,
000768.XSHE,2006-07-25,巨田证券,,,3,1,2024-06-21 17:45:35,2006-07-26 16:29:32,3.0,,,,
000768.XSHE,2006-07-31,招商证券,9.0000,M06,2,1,2024-06-21 05:49:45,2006-08-02 17:50:35,2.0,9.0,,,
000768.XSHE,2006-08-21,中原证券,,,2,3,2024-06-21 17:42:19,2006-08-24 17:10:30,3.0,,,,2.0
000768.XSHE,2006-08-23,申万宏源,,,2,1,2024-06-21 17:45:01,2006-08-25 10:40:27,2.0,,,,
000768.XSHE,2006-09-05,中原证券,,,2,1,2024-06-21 17:42:34,2006-09-07 17:40:56,2.0,,,,
000768.XSHE,2006-09-15,申万宏源,,,2,1,2024-06-21 17:39:58,2006-09-26 16:10:37,2.0,,,,
000768.XSHE,2006-09-15,天相投顾,,,2,1,2024-06-21 17:42:14,2006-09-15 17:11:44,2.0,,,,
000768.XSHE,2006-10-16,光大证券,15.0000,M06,2,1,2024-06-21 05:48:38,2006-10-18 15:41:10,2.0,15.0,,,
000768.XSHE,2006-10-16,天相投顾,,,2,1,2024-06-21 17:39:11,2006-10-17 16:10:35,2.0,,,,
000768.XSHE,2006-10-16,银河证券,17.5000,M06,1,2,2024-06-21 05:49:36,2006-10-18 15:41:10,,17.5,,1.0,
000768.XSHE,2006-10-16,华泰联合,,,2,1,2024-06-21 17:41:34,2006-10-16 11:40:36,2.0,,,,
000768.XSHE,2006-10-16,长江证券,12.0000,M06,1,1,2024-06-21 05:49:54,2006-10-16 17:11:19,1.0,12.0,,,
000768.XSHE,2006-10-16,国泰海通证券,12.0000,M06,3,1,2024-06-21 05:49:59,2006-10-16 16:10:35,3.0,12.0,,,
000768.XSHE,2006-10-25,中原证券,,,1,3,2024-06-21 17:40:20,2006-11-02 15:41:01,2.0,,,,1.0
000768.XSHE,2006-11-20,长江证券,,,1,1,2024-06-21 17:43:15,2006-12-04 14:41:11,1.0,,,,
000768.XSHE,2006-11-28,中原证券,,,1,3,2024-06-21 17:39:18,2006-12-06 10:40:35,,,,,1.0
000768.XSHE,2006-12-01,申万宏源,,,2,1,2024-06-21 17:39:34,2006-12-01 17:10:36,2.0,,,,
000768.XSHE,2006-12-06,天相投顾,15.3400,M06,2,1,2024-06-21 05:49:52,2006-12-15 15:10:51,2.0,15.34,,,
000768.XSHE,2006-12-11,金元证券,,,3,1,2024-06-21 17:41:04,2006-12-11 17:10:58,3.0,,,,1.0
000768.XSHE,2006-12-15,财信证券,,,2,1,2024-06-21 17:40:25,2006-12-25 14:11:11,2.0,,,,
000768.XSHE,2006-12-19,中金公司,,,3,1,2024-06-21 17:38:46,2006-12-20 11:40:47,3.0,,,,
000768.XSHE,2006-12-26,银河证券,16.0000,M06,1,1,2024-06-21 05:48:59,2007-01-05 14:40:45,1.0,16.0,,,
000768.XSHE,2006-12-28,中原证券,,,1,1,2024-06-21 17:42:56,2006-12-29 14:40:19,1.0,,,,
000768.XSHE,2007-01-09,天相投顾,,,2,1,2024-06-21 17:42:35,2007-01-11 14:10:25,2.0,,,,
000768.XSHE,2007-01-09,长江证券,22.2000,Y01,1,1,2024-06-21 05:49:51,2007-01-09 15:40:27,1.0,,22.2,,
000768.XSHE,2007-01-09,中信建投,,,2,1,2024-06-21 17:45:17,2007-01-10 17:11:28,2.0,,,,
000768.XSHE,2007-01-11,长城证券,,,1,1,2024-06-21 17:40:44,2007-01-22 16:13:59,1.0,,,,
000768.XSHE,2007-01-18,华泰联合,,,2,1,2024-06-21 17:39:42,2007-01-18 14:40:47,2.0,,,,
000768.XSHE,2007-01-27,中信建投,,,2,1,2024-06-21 17:41:08,2007-01-27 11:44:12,2.0,,,,
000768.XSHE,2007-02-06,长江证券,,,1,1,2024-06-21 17:39:36,2007-02-10 12:26:20,1.0,,,,
000768.XSHE,2007-03-05,天相投顾,,,2,1,2024-06-21 17:42:25,2007-03-05 11:41:04,2.0,,,,
000768.XSHE,2007-03-07,天相投顾,,,2,1,2024-06-21 17:42:35,2007-03-07 16:10:55,2.0,,,,
000768.XSHE,2007-03-30,中金公司,,,3,1,2024-06-21 17:44:19,2007-03-30 14:44:00,3.0,,,,
000768.XSHE,2007-03-31,长江证券,,,1,1,2024-06-21 17:45:06,2007-04-03 09:27:44,1.0,,,,
000768.XSHE,2007-04-03,上海证券,,,2,1,2024-06-21 17:39:52,2007-04-05 10:57:38,2.0,,,,
000768.XSHE,2007-04-04,长城证券,,,3,1,2024-06-21 17:39:52,2007-04-06 15:26:01,3.0,,,,
000768.XSHE,2007-04-05,国泰海通证券,,,2,1,2024-06-21 17:39:07,2007-04-06 15:26:01,2.0,,,,
000768.XSHE,2007-04-15,长江证券,,,1,1,2024-06-21 17:42:42,2007-04-18 14:40:31,1.0,,,,
000768.XSHE,2007-04-24,中金公司,,,3,1,2024-06-21 17:42:54,2007-04-24 17:40:31,3.0,,,,
000768.XSHE,2007-04-30,海通证券,41.1600,M06,1,1,2024-06-21 05:49:18,2007-05-07 16:11:12,1.0,41.16,,,
000768.XSHE,2007-04-30,中航证券,,,3,1,2024-06-21 17:41:08,2007-05-08 16:10:37,3.0,,,,
000768.XSHE,2007-05-11,中原证券,,,1,3,2024-06-21 17:42:15,2007-05-18 17:40:26,,,,,1.0
000768.XSHE,2007-05-14,天相投顾,,,2,1,2024-06-21 17:40:21,2007-05-14 18:25:24,2.0,,,,
000768.XSHE,2007-05-19,中航证券,,,2,3,2024-06-21 17:44:02,2007-05-30 15:26:12,,,,,2.0
000768.XSHE,2007-05-23,长城证券,,,3,1,2024-06-21 17:38:51,2007-05-25 15:26:02,3.0,,,,
000768.XSHE,2007-06-26,国都证券,,,1,1,2024-06-21 17:42:08,2007-06-27 17:26:11,1.0,,,,
000768.XSHE,2007-07-03,长江证券,,,1,1,2024-06-21 17:44:54,2007-07-03 17:11:16,1.0,,,,
000768.XSHE,2007-07-10,天相投顾,,,2,1,2024-06-21 17:38:41,2007-07-17 15:26:01,2.0,,,,
000768.XSHE,2007-07-13,海通证券,45.0000,M06,1,1,2024-06-21 05:48:56,2007-07-13 17:55:52,1.0,45.0,,,
000768.XSHE,2007-07-16,长江证券,,,1,1,2024-06-21 17:38:53,2007-07-16 17:40:52,1.0,,,,
000768.XSHE,2007-07-16,中航证券,,,2,3,2024-06-21 17:40:47,2007-07-23 16:40:22,,,,,2.0
000768.XSHE,2007-07-16,华泰联合,,,2,1,2024-06-21 17:41:17,2007-07-16 11:11:29,2.0,,,,
000768.XSHE,2007-07-16,银河证券,,,2,1,2024-06-21 17:44:14,2007-07-18 14:56:23,2.0,,,,
000768.XSHE,2007-07-17,长城证券,40.0000,M06,2,1,2024-06-21 05:50:22,2007-07-17 11:11:25,2.0,40.0,,,
000768.XSHE,2007-07-24,中金公司,,,3,1,2024-06-21 17:39:39,2007-07-24 16:55:34,3.0,,,,
000768.XSHE,2007-07-24,光大证券,,,2,1,2024-06-21 17:41:35,2007-07-24 16:26:04,2.0,,,,
000768.XSHE,2007-07-24,中航证券,,,2,3,2024-06-21 17:43:54,2007-07-24 17:25:33,,,,,2.0
000768.XSHE,2007-07-24,天相投顾,,,2,1,2024-06-21 17:44:33,2007-07-24 16:26:04,2.0,,,,
000768.XSHE,2007-07-26,长城证券,,,2,1,2024-06-21 17:39:04,2007-08-01 14:55:58,2.0,,,,
000768.XSHE,2007-08-16,中航证券,,,2,1,2024-06-21 17:44:57,2007-08-23 17:55:38,2.0,,,,
000768.XSHE,2007-08-28,东方证券,50.0000,M06,1,1,2024-06-21 05:48:56,2007-08-28 14:56:44,1.0,50.0,,,
000768.XSHE,2007-09-07,海通证券,,,1,1,2024-06-21 17:44:06,2007-09-10 13:55:22,1.0,,,,
