order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,half_year_recommendation,one_year_recommendation
002028.XSHE,2006-01-08,金元证券,,,2,1,2024-06-24 17:24:14,2006-05-11 17:25:47,2.0,,,,
002028.XSHE,2006-01-12,西南证券,14.7950,,3,1,2024-06-24 17:24:39,2006-01-13 16:29:20,3.0,,,,
002028.XSHE,2006-01-23,中信建投,17.9010,,2,1,2024-06-24 17:23:53,2006-01-24 15:08:24,2.0,,,,
002028.XSHE,2006-01-25,天相投顾,18.5640,,2,1,2024-06-24 17:23:59,2006-02-07 16:03:26,2.0,,,,
002028.XSHE,2006-02-28,天相投顾,,,2,1,2024-06-24 17:23:57,2006-03-02 16:57:04,2.0,,,,
002028.XSHE,2006-02-28,国泰海通证券,16.0000,M06,1,1,2024-06-24 04:43:03,2006-02-28 16:29:19,1.0,16.0,,,
002028.XSHE,2006-03-13,西南证券,,,3,1,2024-06-24 17:23:18,2006-03-14 16:29:12,3.0,,,,
002028.XSHE,2006-03-20,国泰海通证券,,,1,1,2024-06-24 17:25:03,2006-03-22 15:08:39,1.0,,,,
002028.XSHE,2006-03-22,国都证券,,,1,1,2024-06-24 17:23:24,2006-03-27 18:19:56,1.0,,,,
002028.XSHE,2006-03-27,中信证券,,,1,1,2024-06-24 17:25:21,2006-03-28 17:23:10,1.0,,,,
002028.XSHE,2006-03-31,国都证券,,,3,1,2024-06-24 17:24:54,2006-04-10 14:41:10,3.0,,,,
002028.XSHE,2006-04-06,天相投顾,,,2,1,2024-06-24 17:25:19,2006-04-07 17:23:11,2.0,,,,
002028.XSHE,2006-04-16,国泰海通证券,18.0000,M06,1,1,2024-06-24 04:42:53,2006-04-19 11:32:45,1.0,18.0,,,
002028.XSHE,2006-04-28,国泰海通证券,20.0000,M06,1,1,2024-06-24 04:43:14,2006-05-07 17:23:19,1.0,20.0,,,
002028.XSHE,2006-05-14,中信证券,,,1,1,2024-06-24 17:24:41,2006-05-15 17:25:17,1.0,,,,
002028.XSHE,2006-05-26,国信证券,,,3,1,2024-06-24 17:25:31,2006-07-12 15:08:37,3.0,,,,
002028.XSHE,2006-05-30,国泰海通证券,20.0000,M06,1,1,2024-06-24 04:43:08,2006-05-30 16:56:37,1.0,20.0,,,
002028.XSHE,2006-06-13,招商证券,,,1,1,2024-06-24 17:24:51,2006-06-19 20:05:39,1.0,,,,
002028.XSHE,2006-06-19,国泰海通证券,,,1,1,2024-06-24 17:24:39,2006-06-19 20:05:39,1.0,,,,
002028.XSHE,2006-06-30,民族证券,,,2,1,2024-06-24 17:25:11,2006-07-07 15:35:19,2.0,,,,
002028.XSHE,2006-07-07,招商证券,27.2700,M06,1,1,2024-06-24 04:42:37,2006-07-07 17:23:58,1.0,27.27,,,
002028.XSHE,2006-07-09,国泰海通证券,,,1,1,2024-06-24 17:26:00,2006-07-11 14:41:40,1.0,,,,
002028.XSHE,2006-08-04,国泰海通证券,24.0000,M06,1,1,2024-06-24 04:42:40,2006-08-08 13:40:27,1.0,24.0,,,
002028.XSHE,2006-08-14,国泰海通证券,24.0000,Y01,1,1,2024-06-24 04:42:43,2006-08-15 17:10:58,1.0,,24.0,,
002028.XSHE,2006-08-15,招商证券,27.2700,M06,1,1,2024-06-24 04:43:06,2006-08-15 17:10:58,1.0,27.27,,,
002028.XSHE,2006-08-17,中原证券,,,2,1,2024-06-24 17:24:39,2006-08-22 17:41:57,2.0,,,,1.0
002028.XSHE,2006-08-21,上海证券,23.0000,M06,2,1,2024-06-24 04:43:01,2006-08-23 18:10:33,2.0,23.0,,,
002028.XSHE,2006-08-23,国都证券,,,1,1,2024-06-24 17:25:54,2006-08-25 16:41:47,1.0,,,,
002028.XSHE,2006-08-30,天相投顾,,,2,1,2024-06-24 17:25:03,2006-09-01 15:10:39,2.0,,,,
002028.XSHE,2006-09-07,国都证券,,,1,1,2024-06-24 17:23:13,2006-09-12 17:41:27,1.0,,,,
002028.XSHE,2006-09-11,国泰海通证券,,,1,1,2024-06-24 17:25:24,2006-09-11 17:42:25,1.0,,,,
002028.XSHE,2006-09-15,国泰海通证券,,,1,1,2024-06-24 17:23:15,2006-09-18 18:10:46,1.0,,,,
002028.XSHE,2006-09-25,国泰海通证券,,,1,1,2024-06-24 17:23:18,2006-09-25 10:40:26,1.0,,,,
002028.XSHE,2006-09-25,招商证券,27.2700,M06,1,1,2024-06-24 04:43:15,2006-09-26 16:10:37,1.0,27.27,,,
002028.XSHE,2006-10-15,国泰海通证券,,,1,1,2024-06-24 17:23:08,2006-10-16 16:40:36,1.0,,,,
002028.XSHE,2006-10-17,国泰海通证券,28.0000,M06,1,1,2024-06-24 04:42:40,2006-10-19 14:10:42,1.0,28.0,,,
002028.XSHE,2006-10-19,中原证券,26.0000,M06,2,1,2024-06-24 04:42:38,2006-10-20 17:41:00,2.0,26.0,,,2.0
002028.XSHE,2006-10-19,招商证券,27.2700,M06,1,1,2024-06-24 04:43:17,2006-10-25 15:40:48,1.0,27.27,,,
002028.XSHE,2006-10-24,中信证券,30.0000,M06,1,3,2024-06-24 04:42:58,2006-10-25 10:10:41,1.0,30.0,,,1.0
002028.XSHE,2006-10-27,天相投顾,,,2,1,2024-06-24 17:23:44,2006-10-31 16:41:50,2.0,,,,
002028.XSHE,2006-11-06,国都证券,,,1,1,2024-06-24 17:24:06,2006-11-09 17:10:43,1.0,,,,
002028.XSHE,2006-11-17,光大证券,,,3,1,2024-06-24 17:24:10,2006-11-22 16:10:33,3.0,,,,
002028.XSHE,2006-11-20,国都证券,,,3,1,2024-06-24 17:25:01,2006-11-22 18:10:44,3.0,,,,
002028.XSHE,2006-11-27,国都证券,,,1,1,2024-06-24 17:25:41,2006-11-30 13:40:49,1.0,,,,
002028.XSHE,2006-12-01,中原证券,,,2,3,2024-06-24 17:23:27,2006-12-06 16:40:27,,,,,2.0
002028.XSHE,2006-12-06,中信证券,,,1,1,2024-06-24 17:24:04,2006-12-06 10:40:35,1.0,,,,
002028.XSHE,2006-12-06,天相投顾,30.0000,M06,2,1,2024-06-24 04:42:56,2006-12-15 15:10:51,2.0,30.0,,,
002028.XSHE,2006-12-07,国都证券,,,1,1,2024-06-24 17:25:40,2006-12-11 11:40:51,1.0,,,,
002028.XSHE,2006-12-12,国金证券,,,2,1,2024-06-24 17:26:00,2006-12-22 11:40:19,2.0,,,,
002028.XSHE,2006-12-13,招商证券,30.6000,M06,1,1,2024-06-24 04:43:12,2006-12-13 17:40:42,1.0,30.6,,,
002028.XSHE,2006-12-14,西南证券,,,3,1,2024-06-24 17:25:19,2006-12-15 14:41:14,3.0,,,,
002028.XSHE,2006-12-18,国泰海通证券,,,1,1,2024-06-24 17:24:19,2006-12-21 10:41:08,1.0,,,,
002028.XSHE,2006-12-20,申万宏源,35.7750,M06,2,3,2024-06-24 04:42:43,2006-12-22 17:40:32,,35.775,,,2.0
002028.XSHE,2006-12-20,国都证券,,,1,1,2024-06-24 17:23:40,2007-01-09 14:40:45,1.0,,,,
002028.XSHE,2006-12-20,招商证券,,,1,1,2024-06-24 17:24:34,2006-12-23 10:40:43,1.0,,,,
002028.XSHE,2006-12-26,国都证券,,,1,1,2024-06-24 17:22:57,2007-01-09 16:11:53,1.0,,,,
002028.XSHE,2006-12-26,国泰海通证券,,,1,1,2024-06-24 17:24:43,2006-12-26 17:10:57,1.0,,,,
002028.XSHE,2006-12-27,国泰海通证券,32.0000,M06,1,1,2024-06-24 04:42:50,2007-01-05 15:10:27,1.0,32.0,,,
002028.XSHE,2007-01-01,金元证券,,,2,1,2024-06-24 17:22:53,2007-01-11 09:40:59,2.0,,,,
002028.XSHE,2007-01-05,西南证券,,,3,1,2024-06-24 17:24:13,2007-01-08 13:41:54,3.0,,,,
002028.XSHE,2007-01-08,招商证券,40.6500,M06,1,1,2024-06-24 04:42:37,2007-01-09 14:10:42,1.0,40.65,,,
002028.XSHE,2007-01-09,天相投顾,,,2,1,2024-06-24 17:22:51,2007-01-11 13:41:58,2.0,,,,
002028.XSHE,2007-01-23,中银国际证券,57.8000,M06,2,1,2024-06-24 04:42:52,2007-01-24 13:42:53,2.0,57.8,,,
002028.XSHE,2007-02-02,国都证券,,,1,1,2024-06-24 17:25:25,2007-02-06 17:40:43,1.0,,,,
002028.XSHE,2007-02-05,国泰海通证券,,,1,1,2024-06-24 17:25:11,2007-02-06 15:10:46,1.0,,,,
002028.XSHE,2007-02-08,中银国际证券,57.8000,M06,2,1,2024-06-24 04:42:47,2007-02-09 11:40:40,2.0,57.8,,,
002028.XSHE,2007-02-08,天相投顾,,,2,1,2024-06-24 17:24:40,2007-02-09 11:40:40,2.0,,,,
002028.XSHE,2007-02-08,申万宏源,,,2,1,2024-06-24 17:25:54,2007-02-08 16:57:56,2.0,,,,
002028.XSHE,2007-02-08,招商证券,52.0000,M06,1,1,2024-06-24 04:43:18,2007-02-09 13:56:19,1.0,52.0,,,
002028.XSHE,2007-02-09,中金财富,48.4950,M06,2,1,2024-06-24 04:43:06,2007-02-10 10:56:11,2.0,48.495,,,
002028.XSHE,2007-02-10,申万宏源,,,2,1,2024-06-24 17:25:41,2007-02-15 10:56:16,2.0,,,,
002028.XSHE,2007-02-12,国都证券,,,1,1,2024-06-24 17:22:53,2007-02-14 17:44:51,1.0,,,,
002028.XSHE,2007-02-26,国泰海通证券,,,1,1,2024-06-24 17:24:40,2007-02-27 10:57:56,1.0,,,,
002028.XSHE,2007-03-16,国泰海通证券,,,2,1,2024-06-24 17:25:55,2007-03-20 10:11:24,2.0,,,,
002028.XSHE,2007-03-29,国都证券,,,1,1,2024-06-24 17:25:13,2007-03-30 18:25:50,1.0,,,,
002028.XSHE,2007-04-16,国泰海通证券,,,2,1,2024-06-24 17:23:41,2007-04-18 15:25:39,2.0,,,,
002028.XSHE,2007-04-25,西南证券,,,3,1,2024-06-24 17:25:54,2007-04-26 10:55:33,3.0,,,,
002028.XSHE,2007-05-14,平安证券,,,2,2,2024-06-24 17:22:48,2007-05-15 11:40:15,,,,2.0,
002028.XSHE,2007-05-14,国都证券,,,1,1,2024-06-24 17:22:54,2007-05-16 17:40:20,1.0,,,,
002028.XSHE,2007-05-24,中信建投,,,2,1,2024-06-24 17:24:18,2007-05-28 14:41:02,2.0,,,,
002028.XSHE,2007-05-31,中信证券,57.0000,M06,2,1,2024-06-24 04:42:41,2007-06-01 13:56:03,2.0,57.0,,,
002028.XSHE,2007-05-31,光大证券,,,2,1,2024-06-24 17:23:12,2007-06-01 11:40:42,2.0,,,,
002028.XSHE,2007-05-31,中原证券,,,2,3,2024-06-24 17:24:54,2007-06-18 16:56:34,,,,,2.0
002028.XSHE,2007-06-04,中金财富,68.3800,M06,2,1,2024-06-24 04:42:47,2007-06-06 15:10:15,2.0,68.38,,,
002028.XSHE,2007-06-08,招商证券,73.7750,M06,1,1,2024-06-24 04:42:50,2007-06-12 14:40:44,1.0,73.775,,,
002028.XSHE,2007-06-14,国都证券,,,1,1,2024-06-24 17:23:01,2007-06-19 17:10:31,1.0,,,,
002028.XSHE,2007-06-15,中金财富,,,2,1,2024-06-24 17:25:34,2007-07-04 15:10:50,2.0,,,,
002028.XSHE,2007-06-25,招商证券,79.4500,M06,1,1,2024-06-24 04:42:55,2007-06-26 17:26:00,1.0,79.45,,,
002028.XSHE,2007-07-03,国都证券,,,1,1,2024-06-24 17:25:48,2007-07-13 14:55:37,1.0,,,,
002028.XSHE,2007-07-05,东方证券,81.7400,M06,1,1,2024-06-24 04:42:55,2007-07-05 09:56:23,1.0,81.74,,,
002028.XSHE,2007-07-20,国泰海通证券,,,1,1,2024-06-24 17:25:40,2007-07-23 14:10:50,1.0,,,,
002028.XSHE,2007-08-07,中信证券,,,2,1,2024-06-24 17:24:56,2007-08-07 10:55:45,2.0,,,,
002028.XSHE,2007-08-14,招商证券,91.7000,M06,1,1,2024-06-24 04:42:43,2007-08-16 17:56:29,1.0,91.7,,,
002028.XSHE,2007-08-15,中金财富,93.3600,M06,2,1,2024-06-24 04:42:39,2007-08-15 17:55:54,2.0,93.36,,,
002028.XSHE,2007-08-15,中银国际证券,103.4000,M06,2,1,2024-06-24 04:42:59,2007-08-15 17:11:53,2.0,103.4,,,
002028.XSHE,2007-08-15,光大证券,100.0000,M06,2,1,2024-06-24 04:43:01,2007-08-15 17:55:54,2.0,100.0,,,
002028.XSHE,2007-08-16,国信证券,,,2,1,2024-06-24 17:23:28,2007-08-16 17:40:43,2.0,,,,
002028.XSHE,2007-08-20,国泰海通证券,88.0000,M06,1,1,2024-06-24 04:43:17,2007-08-21 17:10:50,1.0,88.0,,,
002028.XSHE,2007-08-29,光大证券,,,2,1,2024-06-24 17:23:07,2007-09-03 16:25:39,2.0,,,,
002028.XSHE,2007-08-30,国都证券,,,1,1,2024-06-24 17:24:54,2007-09-03 16:25:39,1.0,,,,
002028.XSHE,2007-09-03,天相投顾,,,2,1,2024-06-24 17:24:12,2007-09-04 16:25:22,2.0,,,,
002028.XSHE,2007-09-27,招商证券,61.0000,M06,1,1,2024-06-24 04:42:41,2007-09-28 14:57:18,1.0,61.0,,,
002028.XSHE,2007-10-10,西南证券,,,3,1,2024-06-24 17:23:35,2007-10-11 14:57:43,3.0,,,,
002028.XSHE,2007-10-29,中原证券,,,2,1,2024-06-24 17:23:00,2007-11-03 12:26:15,2.0,,,,
002028.XSHE,2007-10-29,中金财富,54.6000,M06,2,1,2024-06-24 04:42:58,2007-11-03 12:26:15,2.0,54.6,,,
002028.XSHE,2007-11-13,国泰海通证券,58.0000,M06,1,1,2024-06-24 04:42:38,2007-11-13 14:56:33,1.0,58.0,,,
002028.XSHE,2007-11-13,国投证券,57.1300,Y01,1,1,2024-06-24 04:42:50,2007-11-14 16:55:49,1.0,,57.13,,
002028.XSHE,2007-11-14,国都证券,,,1,1,2024-06-24 17:23:27,2007-11-15 13:55:33,1.0,,,,
002028.XSHE,2007-11-17,第一创业证券,,,2,1,2024-06-24 17:25:26,2007-12-11 17:57:17,2.0,,,,
002028.XSHE,2007-11-20,国泰海通证券,,,1,1,2024-06-24 17:24:26,2007-11-20 11:25:47,1.0,,,,
002028.XSHE,2007-11-26,中信建投,,,2,1,2024-06-24 17:24:03,2007-11-27 17:57:21,2.0,,,,
