order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
002028.XSHE,2005-01-04,2003,2011-09-09 10:21:48,2011-09-09 10:21:48,134907986.62,193305000.0,180000000.0,,,33735260.62,44616666.6667,43015000.0,,,0.0493,0.0653,0.0629,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,38.9622,29.4598,30.5568,,29.5482,9.7429,6.7996,7.3022,,6.8388,3.7697,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43517610.094,46828782.4195,,,0.0637,0.0685,,
002028.XSHE,2005-01-05,2003,2012-11-17 05:49:11,2012-11-17 05:49:11,134907986.62,193305000.0,180000000.0,,,33735260.62,44616666.6667,43015000.0,,,0.0493,0.0653,0.0629,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,39.0879,29.5549,30.6554,,29.6436,9.7744,6.8216,7.3258,,6.8609,3.7818,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43498948.4086,46848054.3315,,,0.0637,0.0685,,
002028.XSHE,2005-01-06,2003,2012-11-17 05:49:05,2012-11-17 05:49:05,134907986.62,193305000.0,180000000.0,,,33735260.62,44616666.6667,43015000.0,,,0.0493,0.0653,0.0629,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,38.1924,28.8778,29.953,,28.9644,9.5504,6.6653,7.1579,,6.7037,3.6952,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43479502.3809,46867917.258,,,0.0636,0.0686,,
002028.XSHE,2005-01-07,2003,2012-11-17 05:48:59,2012-11-17 05:48:59,134907986.62,193305000.0,180000000.0,,,33735260.62,44616666.6667,43015000.0,,,0.0493,0.0653,0.0629,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,37.0769,28.0344,29.0782,,28.1185,9.2715,6.4706,6.9489,,6.5079,3.5873,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43459229.0903,46888384.7283,,,0.0636,0.0686,,
002028.XSHE,2005-01-10,2003,2011-09-09 10:20:36,2011-09-09 10:20:36,134907986.62,193305000.0,180000000.0,,,33735260.62,44616666.6667,43015000.0,,,0.0493,0.0653,0.0629,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,38.3652,29.0084,30.0886,,29.0955,9.5936,6.6954,7.1903,,6.7341,3.7119,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43451944.8936,45656471.324,,,0.0636,0.0667,,
002028.XSHE,2005-01-11,2003,2012-11-17 05:48:54,2012-11-17 05:48:54,134907986.62,193305000.0,180000000.0,,,33735260.62,44616666.6667,43015000.0,,,0.0493,0.0653,0.0629,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,37.7211,28.5214,29.5834,,28.607,9.4326,6.583,7.0696,,6.621,3.6496,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43426852.8687,45676482.0976,,,0.0635,0.0668,,
002028.XSHE,2005-01-12,2003,2012-11-17 05:48:50,2012-11-17 05:48:50,134907986.62,195610000.0,,,,33735260.62,43975000.0,42930000.0,,,0.0493,0.0643,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,37.3911,28.2719,29.3247,,28.3568,9.3501,6.5254,7.0078,,6.5631,3.6177,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43400534.764,45697215.1228,,,0.0634,0.0668,,
002028.XSHE,2005-01-13,2003,2012-11-17 05:48:29,2012-11-17 05:48:29,134907986.62,193305000.0,180000000.0,,,33735260.62,44616666.6667,43015000.0,,,0.0493,0.0653,0.0629,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,37.6582,28.4739,29.5341,,28.5593,9.4169,6.572,7.0578,,6.61,3.6435,,,,,,0.3285,0.4329,-0.0688,,,0.5707,0.3226,-0.0359,,,3.0,1.31,,43372888.9818,45718727.3034,,,0.0634,0.0668,,
002028.XSHE,2005-01-14,2003,2012-11-17 05:48:24,2012-11-17 05:48:24,134907986.62,195610000.0,,,,33735260.62,43975000.0,42930000.0,,,0.0493,0.0643,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,36.7784,28.2144,28.9012,,28.2704,9.1969,6.3429,,,,3.5584,,,,,,0.3285,0.45,,,,0.5707,0.3035,-0.0238,,,3.0,1.31,,42859295.427,46140308.5501,,,0.0627,0.0675,,
002028.XSHE,2005-01-17,2003,2011-09-09 10:19:29,2011-09-09 10:19:29,134907986.62,195610000.0,,,,33735260.62,43975000.0,42930000.0,,,0.0493,0.0643,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,36.1343,27.7203,28.3951,,27.7753,9.0358,6.2318,,,,3.4961,,,,,,0.3285,0.45,,,,0.5707,0.3035,-0.0238,,,3.0,1.31,,42889936.5965,46103176.6831,,,0.0627,0.0674,,
002028.XSHE,2005-01-18,2003,2012-11-17 05:48:19,2012-11-17 05:48:19,134907986.62,,,,,33735260.62,42400000.0,42930000.0,,,0.0493,0.062,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,35.7101,28.4125,28.0617,,28.3829,8.9297,,,,,3.455,,,,,,0.3285,,,,,0.5707,0.2568,0.0125,,,3.0,1.29,,42400000.0,46110001.052,,,0.062,0.0674,,
002028.XSHE,2005-01-19,2003,2012-11-17 05:48:15,2012-11-17 05:48:15,134907986.62,,,,,33735260.62,42400000.0,42930000.0,,,0.0493,0.062,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,34.3747,27.35,27.0123,,27.3215,8.5958,,,,,3.3258,,,,,,0.3285,,,,,0.5707,0.2568,0.0125,,,3.0,1.29,,42400000.0,46117001.6999,,,0.062,0.0674,,
002028.XSHE,2005-01-20,2003,2012-11-17 05:48:11,2012-11-17 05:48:11,134907986.62,,,,,33735260.62,42400000.0,42930000.0,,,0.0493,0.062,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,32.9922,26.25,25.9259,,26.2227,8.2501,,,,,3.1921,,,,,,0.3285,,,,,0.5707,0.2568,0.0125,,,3.0,1.29,,42400000.0,46124200.9445,,,0.062,0.0674,,
002028.XSHE,2005-01-21,2003,2012-11-17 05:48:06,2012-11-17 05:48:06,134907986.62,,,,,33735260.62,42400000.0,42930000.0,,,0.0493,0.062,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,34.4847,27.4375,27.0988,,27.4089,8.6233,,,,,3.3365,,,,,,0.3285,,,,,0.5707,0.2568,0.0125,,,3.0,1.29,,42400000.0,46131585.1581,,,0.062,0.0674,,
002028.XSHE,2005-01-24,2003,2011-09-09 10:17:54,2011-09-09 10:17:54,134907986.62,,,,,33735260.62,42400000.0,42930000.0,,,0.0493,0.062,0.0628,,110222094.42,,,,,29364262.2,,,,,0.3631,,,,,34.8775,27.75,27.4074,,27.7211,8.7215,,,,,3.3745,,,,,,0.3285,,,,,0.5707,0.2568,0.0125,,,3.0,1.29,,42400000.0,46606915.9415,,,0.062,0.0682,,
