order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000559.XSHE,2016-01-04,2015,q4,1,0.0,375,81.7294,0.0,465,77.109,0.0,574,71.1626,0.0,655,65.0828,-0.0036,652,65.1499,0.0,119,93.0913,0.0,207,87.6794,0.0,345,78.7916,-0.0332,1157,22.9333,-0.0519,985,32.0442,-0.0005,1286.0,40.3158,69.3683,70.9834,-0.17,1513,14.5763,-0.03,1103,33.3333,0.07,564,65.7543,0.2926,925,50.108,32.3147,47.4637,47.7868
000559.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,0.0,433,78.6667,0.0,567,71.4718,0.0,652,65.2244,-0.0036,651,65.1661,0.0,108,93.7096,0.0,199,88.1437,0.0,344,78.7485,-0.0332,1138,23.8956,-0.0519,982,32.0637,-0.0005,1290.0,40.1022,69.9798,71.6467,-0.17,1505,14.7875,-0.03,1094,33.7174,0.07,563,65.7317,0.2926,967,47.7838,32.5483,46.8714,47.2048
000559.XSHE,2016-01-04,2016,q4,1,0.0,484,77.0,0.0,581,72.0751,0.0,687,66.2235,-0.0015,955,50.2088,-0.0059,874,54.2693,0.0,125,92.7739,0.0,232,86.25,0.0,409,74.954,-0.0571,1254,16.8547,-0.0625,1020,29.6756,0.0026,459.0,78.4876,61.9976,62.4716,-0.17,1553,14.5374,-0.03,1136,33.196,0.07,573,66.1538,0.2926,945,50.3419,32.3241,57.5132,57.608
000559.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,0.0,541,73.9759,0.0,660,67.4568,-0.0015,956,50.0784,-0.0059,874,54.2213,0.0,121,92.9783,0.0,224,86.7104,0.0,405,75.0617,-0.0571,1242,17.2667,-0.0625,1016,29.7091,0.0026,462.0,78.3059,62.8422,63.4664,-0.17,1543,14.8066,-0.03,1125,33.6482,0.07,572,66.0926,0.2926,987,48.0506,32.6004,56.9955,57.1203
000559.XSHE,2016-01-04,2017,q4,1,0.0,346,81.8325,0.0,433,76.9231,0.0,638,64.8455,-0.0327,1295,23.4772,-0.0388,1087,33.6996,0.0,123,92.561,0.0,230,85.7143,0.0,402,74.1624,-0.0812,1213,14.7679,-0.0683,935,30.9682,-0.0024,1204.0,37.9257,54.6747,53.4346,-0.17,1447,14.6399,-0.03,1047,34.131,0.07,537,65.9033,0.2926,887,49.6591,32.689,43.7482,43.5002
000559.XSHE,2016-01-04,2017,q4,3,0.0,295,84.4855,0.0,397,78.7895,0.0,624,65.4465,-0.0327,1287,23.4524,-0.0388,1076,34.0895,0.0,116,92.9577,0.0,222,86.1789,0.0,401,74.0765,-0.0812,1200,15.1451,-0.0683,930,30.9807,-0.0024,1213.0,37.1695,55.4016,54.2851,-0.17,1438,14.9201,-0.03,1037,34.596,0.07,537,65.8163,0.2926,923,47.554,32.9697,43.0913,42.868
000559.XSHE,2016-01-05,2015,q4,1,0.0,352,82.9197,0.0,438,78.5363,0.0,582,70.7452,0.0,655,65.1572,-0.0036,648,65.364,0.0,104,94.0186,0.0,193,88.585,0.0,351,78.4084,-0.0332,1176,21.9269,-0.0519,984,32.0663,-0.0005,1211.0,41.7709,69.6453,71.3064,-0.17,1506,14.9718,-0.03,1094,34.1566,0.07,561,65.9988,0.3642,669,64.0667,32.8511,52.2506,52.5828
000559.XSHE,2016-01-05,2015,q4,3,0.0,372,81.9113,0.0,441,78.3358,0.0,592,70.1967,0.0,658,64.96,-0.0036,650,65.2197,0.0,106,93.8776,0.0,196,88.3513,0.0,348,78.4873,-0.0332,1145,23.427,-0.0519,983,32.0415,-0.0005,1207.0,41.8795,69.3892,70.9273,-0.17,1496,15.2975,-0.03,1096,33.7167,0.07,565,65.6516,0.3642,691,62.7631,32.736,51.8178,52.1254
000559.XSHE,2016-01-05,2016,q4,1,0.0,454,78.5308,0.0,574,72.5443,0.0,697,65.7312,-0.0015,965,49.8439,-0.0059,872,54.3979,0.0,111,93.6416,0.0,218,87.1598,0.0,415,74.57,-0.0571,1272,15.9392,-0.0625,1019,29.6961,0.0027,461.0,78.424,62.0197,62.4743,-0.17,1548,14.9065,-0.03,1128,33.9777,0.07,571,66.3518,0.3642,685,64.1885,32.824,61.7525,61.8434
000559.XSHE,2016-01-05,2016,q4,3,0.0,453,78.5069,0.0,557,73.2821,0.0,676,66.6667,-0.0015,959,50.0,-0.0059,868,54.5597,0.0,112,93.5577,0.0,223,86.8014,0.0,416,74.3669,-0.0571,1247,16.9333,-0.0625,1017,29.6886,0.0027,467.0,78.1015,62.4244,62.9631,-0.17,1537,15.2785,-0.03,1129,33.5689,0.07,575,65.9953,0.3642,707,62.9202,32.738,61.339,61.4467
