order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
600606.XSHG,2005-01-04,2003,2011-09-09 10:21:48,2011-09-09 10:21:48,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,16.8607,18.45,20.5,,18.605,1.5636,,,,,1.2185,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,58827461.4309,61186211.04,,,0.0981,0.1022,,
600606.XSHG,2005-01-05,2003,2012-11-17 05:49:11,2012-11-17 05:49:11,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.3404,18.975,21.0833,,19.1345,1.6081,,,,,1.2531,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,58697513.2056,61186211.04,,,0.0981,0.1022,,
600606.XSHG,2005-01-06,2003,2012-11-17 05:49:05,2012-11-17 05:49:05,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.6146,19.275,21.4167,,19.437,1.6335,,,,,1.2729,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,58561769.426,61186211.04,,,0.0978,0.1022,,
600606.XSHG,2005-01-07,2003,2012-11-17 05:48:59,2012-11-17 05:48:59,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.8202,19.5,21.6667,,19.6639,1.6526,,,,,1.2878,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,58420039.0186,61186211.04,,,0.0976,0.1022,,
600606.XSHG,2005-01-10,2003,2011-09-09 10:20:36,2011-09-09 10:20:36,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.8545,19.5375,21.7083,,19.7017,1.6557,,,,,1.2903,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,57665734.1065,61186211.04,,,0.0963,0.1022,,
600606.XSHG,2005-01-11,2003,2012-11-17 05:48:54,2012-11-17 05:48:54,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.7517,19.425,21.5833,,19.5882,1.6462,,,,,1.2828,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,57498678.486,61186211.04,,,0.0961,0.1022,,
600606.XSHG,2005-01-12,2003,2012-11-17 05:48:50,2012-11-17 05:48:50,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.7859,19.4625,21.625,,19.6261,1.6494,,,,,1.2853,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,57323097.4387,61186211.04,,,0.0957,0.1022,,
600606.XSHG,2005-01-13,2003,2012-11-17 05:48:29,2012-11-17 05:48:29,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.8888,19.575,21.75,,19.7395,1.6589,,,,,1.2928,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,57138584.0617,61186211.04,,,0.0955,0.1022,,
600606.XSHG,2005-01-14,2003,2012-11-17 05:48:24,2012-11-17 05:48:24,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.6146,19.275,21.4167,,19.437,1.6335,,,,,1.2729,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,56944378.5689,61186211.04,,,0.0951,0.1022,,
600606.XSHG,2005-01-17,2003,2011-09-09 10:19:29,2011-09-09 10:19:29,802207786.34,,,,,74393122.25,67984678.8467,61186211.04,,,0.1243,0.1135,0.1022,,1034398544.93,,,,,-124659100.92,,,,,0.0737,,,,,17.1005,18.7125,20.7917,,18.8697,1.5858,,,,,1.2358,,,,,,-0.2598,,,,,0.225,-0.0861,-0.1,,,4.0,1.05,,49809933.3317,61186211.04,,,0.0832,0.1022,,
