order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000739.XSHE,2006-02-08,申万宏源,4.8984,,2,1,2025-05-22 17:21:27,2006-02-09 17:50:29,2.0,,,,
000739.XSHE,2006-05-18,申万宏源,,,2,1,2025-05-22 17:20:56,2006-05-18 17:23:28,2.0,,,,
000739.XSHE,2006-07-17,世纪证券,,,2,1,2025-05-22 17:21:48,2006-07-18 11:33:50,2.0,,,,
000739.XSHE,2006-07-17,申万宏源,,,2,1,2025-05-22 17:23:06,2006-07-18 16:57:16,2.0,,,,
000739.XSHE,2006-08-17,申万宏源,,,2,1,2025-05-22 17:22:23,2006-08-17 14:10:26,2.0,,,,
000739.XSHE,2006-08-22,民族证券,,,3,1,2025-05-22 17:20:13,2006-08-25 16:10:27,3.0,,,,
000739.XSHE,2006-08-29,上海证券,9.0000,M06,2,1,2025-05-22 04:38:48,2006-09-05 17:10:47,2.0,9.0,,,
000739.XSHE,2006-09-01,上海证券,,,2,3,2025-05-22 17:22:04,2006-09-02 10:10:15,,,,2.0,
000739.XSHE,2006-09-14,上海证券,9.0000,M06,2,1,2025-05-22 04:39:10,2006-09-15 17:41:11,2.0,9.0,,,
000739.XSHE,2006-11-06,中原证券,,,1,3,2025-05-22 17:20:03,2006-11-08 17:10:32,1.0,,,1.0,
000739.XSHE,2006-11-27,中原证券,,,1,3,2025-05-22 17:22:59,2006-12-06 10:40:35,,,,1.0,
000739.XSHE,2006-12-10,上海证券,15.1700,M06,1,1,2025-05-22 04:38:50,2006-12-13 11:40:32,1.0,15.17,,,
000739.XSHE,2006-12-28,中原证券,,,1,1,2025-05-22 17:21:13,2006-12-29 14:40:19,1.0,,,,
000739.XSHE,2009-04-30,上海证券,,,2,1,2025-05-22 17:23:00,2009-05-04 15:19:42,2.0,,,,
000739.XSHE,2009-09-04,海通证券,,,3,1,2025-05-22 17:21:09,2009-09-05 12:19:51,3.0,,,,
000739.XSHE,2009-11-01,天相投顾,,,3,1,2025-05-22 17:21:26,2009-11-12 11:37:55,3.0,,,,
000739.XSHE,2010-04-02,天相投顾,,,3,1,2025-05-22 17:19:49,2010-04-06 13:37:47,3.0,,,,
000739.XSHE,2012-06-07,浙商证券,,,2,1,2025-05-22 17:22:33,2012-06-07 20:33:33,2.0,,,,
000739.XSHE,2012-07-13,浙商证券,,,2,1,2025-05-22 17:19:50,2012-07-13 20:48:09,2.0,,,,
000739.XSHE,2012-08-22,浙商证券,,,2,1,2025-05-22 17:22:13,2012-08-23 15:29:54,2.0,,,,
000739.XSHE,2012-10-21,浙商证券,,,2,1,2025-05-22 17:22:01,2012-10-22 20:36:07,2.0,,,,
000739.XSHE,2012-12-14,浙商证券,,,2,1,2025-05-22 17:21:19,2012-12-14 12:07:49,2.0,,,,
000739.XSHE,2013-01-07,浙商证券,,,2,1,2025-05-22 17:22:44,2013-01-09 09:13:40,2.0,,,,
000739.XSHE,2013-02-04,浙商证券,,,2,1,2025-05-22 17:22:18,2013-02-05 17:56:40,2.0,,,,
000739.XSHE,2013-03-21,浙商证券,,,2,1,2025-05-22 17:22:32,2013-03-22 21:31:57,2.0,,,,
000739.XSHE,2013-04-18,浙商证券,,,2,1,2025-05-22 17:23:20,2013-04-19 17:33:12,2.0,,,,
000739.XSHE,2013-04-25,浙商证券,,,2,1,2025-05-22 17:21:09,2013-04-25 21:30:39,2.0,,,,
000739.XSHE,2013-04-26,浙商证券,,,2,1,2025-05-22 17:22:20,2013-04-26 21:33:16,2.0,,,,
000739.XSHE,2013-05-29,浙商证券,,,2,1,2025-05-22 17:20:24,2013-06-03 21:31:58,2.0,,,,
000739.XSHE,2013-07-11,浙商证券,,,2,1,2025-05-22 17:19:09,2013-07-12 21:31:24,2.0,,,,
000739.XSHE,2013-08-02,上海证券,,,2,1,2025-05-22 17:21:21,2013-08-02 17:33:33,2.0,,,,
000739.XSHE,2013-08-04,浙商证券,,,2,1,2025-05-22 17:21:11,2013-08-05 21:30:24,2.0,,,,
000739.XSHE,2013-08-11,浙商证券,,,2,1,2025-05-22 17:19:26,2013-08-12 21:30:56,2.0,,,,
000739.XSHE,2013-08-12,天相投顾,,,3,1,2025-05-22 17:21:57,2013-08-15 21:31:31,3.0,,,,
000739.XSHE,2013-09-05,上海证券,,,2,1,2025-05-22 17:22:16,2013-09-06 17:33:14,2.0,,,,
000739.XSHE,2013-10-23,浙商证券,,,2,1,2025-05-22 17:21:54,2013-10-24 17:56:22,2.0,,,,
000739.XSHE,2013-11-28,上海证券,,,2,1,2025-05-22 17:23:00,2013-11-30 10:16:10,2.0,,,,
000739.XSHE,2014-01-06,上海证券,,,2,1,2025-05-22 17:23:15,2014-01-07 21:30:20,2.0,,,,
000739.XSHE,2014-01-28,上海证券,,,2,1,2025-05-22 17:22:38,2014-01-29 12:34:32,2.0,,,,
000739.XSHE,2014-03-07,上海证券,,,2,1,2025-05-22 17:19:10,2014-03-10 21:30:22,2.0,,,,
000739.XSHE,2014-03-17,浙商证券,,,2,1,2025-05-22 17:21:02,2014-03-18 15:38:36,2.0,,,,
000739.XSHE,2014-03-24,浙商证券,,,2,1,2025-05-22 17:20:41,2014-03-25 12:58:59,2.0,,,,
000739.XSHE,2014-03-24,国信证券,9.2500,M06,2,1,2025-05-22 04:38:59,2014-03-25 09:53:22,2.0,9.25,,,
000739.XSHE,2014-04-08,浙商证券,,,2,1,2025-05-22 17:22:36,2014-04-09 13:20:52,2.0,,,,
000739.XSHE,2014-04-09,国信证券,10.6250,Y01,2,1,2025-05-22 04:39:15,2014-04-09 11:26:52,2.0,,10.625,,
000739.XSHE,2014-04-15,宏源证券,,,2,1,2025-05-22 17:19:59,2014-04-15 11:02:18,2.0,,,,
000739.XSHE,2014-04-25,国信证券,10.6250,M06,1,1,2025-05-22 04:38:44,2014-04-25 12:35:04,1.0,10.625,,,
000739.XSHE,2014-05-05,国信证券,10.6250,Y01,1,1,2025-05-22 04:38:51,2014-05-05 17:11:06,1.0,,10.625,,
000739.XSHE,2014-05-06,上海证券,,,2,1,2025-05-22 17:20:15,2014-05-07 17:57:10,2.0,,,,
000739.XSHE,2014-05-14,招商证券,12.0000,M06,1,1,2025-05-22 04:38:50,2014-05-14 14:06:44,1.0,12.0,,,
